"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Lead QA Engineer (.NET, Microsoft Test, Architecture)"	"£60k - £70k"	"Reigate, Surrey"	"Permanent"	"Lead QA Engineer (.NET, Microsoft Test, Architecture)"	"Reigate, Surrey - £60k - £70k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"My client, a global insurance broker providing professional insurance, reinsurance, risk management, financial and human resource consulting and actuarial services is seeking a strong Lead Software QA Engineer/Architect.The Role Working with Lead Engineers and Product Owners to ensure the appropriate test strategies and tools are in place to support the product roadmap, and leading the execution of these strategies, Working with the Product Owner to help create User Stories, define acceptance criteria and translate them into test specifications, ensuring comprehensive test coverage and identifying opportunities for test automation, Leading team members to define suitable test plans and overseeing the overall QA approach to ensure it provides the right level of coverage at the right level of effort, Coordinating test activities across the team during the sprint execution to ensure committed stories can be closed in a timely manner, avoiding bottlenecks and ensuring appropriate knowledge sharing across team members, Participating in software design meetings and leading Software Engineers to ensure testability and best practices are built into the architecture and code, Investigating new test tools/methodologies and integrating them as part of the team practices and continuous integration processes, Designing, implementing and documenting test environments and frameworks, Developing C# unit tests and other automated test cases (integration/regression/stress/GUI) using various frameworks (eg Ranorex), refactoring product code as required to make it testable, Reviewing and debugging product and test code to identify defects or performance bottlenecks, Executing a wide range of functional/non-functional tests, manual and automated, Validating defects raised by other team members and verifying fixes, Analysing test data and producing test reports, Participating in sprint planning meetings, daily stand-ups and sprint retrospectives, striving to continuously improve the team velocity, its processes and engineering practices, Liaising with other teams to share test technologies and best practices. The Requirements The essential skills/experience for this position are: Proficient in software development using C# .NET, Experience of working in an Agile/Scrum environment with some level of QA accountability, leadership and coordination, Extensive industry experience designing, developing and executing unit, integration, system and performance tests, Industry experience with defect management systems and workflows Other highly desirable, but not essential skills are: Appreciation of current and emerging test-related technologies and methodologies, Microsoft Visual Studio Team Services or other version control systems, Microsoft Test Manager or tools such as Quality Center, GUI test automation with frameworks such as Ranorex or Coded UI, MS Test or other unit testing frameworks, Moq or other mocking frameworks. "	"Reigate, Surrey, UK"	"IT"	NA	"ASAP"	"£60k - £70k"	"33-6 Consultancy Limited"	"Liam McCrory "	"JSLEAD QA ENGINEER (REIGATE)"	"13/12/2018 09:12:48"	"http://www.jobserve.com/GnILN"	NA	"About 33-6 Consultancy Limitedwww.33six.net/33Six Consultancy is an independent IT/Technology Recruitment Consultancy located in the heart of the City of London. We work in close partnership with a select number of Financial, Fintech and Media clients, Consultancies and Software Vendors. Since 2003 we have built our business on an ethos of Customer Service, Knowledge and Relationships. We recruit permanent and contract specialists across a number of sectors and cover the following Business and Technical areas: -Business Change & Transformation-Web Development and Application Technology-DevOps, QA, Testing-Data Analytics, Modelling, Governance -Risk & Compliance -IT Infrastructure, Security & Support -Architecture."
"Software Developer in Test (QA Engineer, C#, .NET)"	"£40k - £60k"	"Reigate, Surrey"	"Permanent"	"Software Developer in Test (QA Engineer, C#, .NET)"	"Reigate, Surrey - £40k - £60k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"My client, a global insurance broker providing professional insurance, reinsurance, risk management, financial and human resource consulting and actuarial services is seeking a strong Software Developer in Test. The Role Working with the Product Owner to help create User Stories, define acceptance criteria and translate them into test specifications, ensuring comprehensive test coverage and identifying opportunities for test automation, Participating in software design meetings and working closely with Software Engineers to ensure testability and best practices are built into the architecture and code, Investigating new test tools/methodologies and integrating them as part of the team practices and continuous integration processes, Designing, implementing and documenting test environments and frameworks, Developing C# unit tests and other automated test cases (integration/regression/stress/GUI) using various frameworks (eg Ranorex), refactoring product code as required to make it testable, Reviewing and debugging product and test code to identify defects or performance bottlenecks, Executing a wide range of functional/non-functional tests, manual and automated, Validating defects raised by other team members and verifying fixes, Analysing test data and producing test reports, Participating in sprint planning meetings, daily stand-ups and sprint retrospectives, striving to continuously improve the team velocity, its processes and engineering practices, Liaising with other teams to share test technologies and best practices. The Requirements Skills/experience for this position are: Proficient in software development using C# .NET, Experience of working in an Agile/Scrum environment Extensive industry experience designing, developing and executing unit, integration, system and performance tests Industry experience with defect management systems and workflows Other highly desirable skills are: Appreciation of current and emerging test-related technologies and methodologies, Microsoft Visual Studio Team Services or other version control systems, Microsoft Test Manager or tools such as Quality Center, GUI test automation with frameworks such as Ranorex or Coded UI, MS Test or other unit testing frameworks, Moq or other mocking frameworks. "	"Reigate, Surrey, UK"	"IT"	NA	"ASAP"	"£40k - £60k"	"33-6 Consultancy Limited"	"Liam McCrory "	"JSSDIT (REIGATE)"	"13/12/2018 09:12:55"	"http://www.jobserve.com/GnILU"	NA	"About 33-6 Consultancy Limitedwww.33six.net/33Six Consultancy is an independent IT/Technology Recruitment Consultancy located in the heart of the City of London. We work in close partnership with a select number of Financial, Fintech and Media clients, Consultancies and Software Vendors. Since 2003 we have built our business on an ethos of Customer Service, Knowledge and Relationships. We recruit permanent and contract specialists across a number of sectors and cover the following Business and Technical areas: -Business Change & Transformation-Web Development and Application Technology-DevOps, QA, Testing-Data Analytics, Modelling, Governance -Risk & Compliance -IT Infrastructure, Security & Support -Architecture."
"Python Developer"	"£600 - £650 per Day"	"City of London"	"Contract"	"Python Developer"	"City of London - £600 - £650 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Python,Java,C++ An exciting opportunity has arisen with my client who is looking for a Python Developer to work on and exciting new project. Coming from a banking, Insurance or actuarial background is necessary. Day rate:  £600 - £650 per day Location: London and Zurich ( travel expenses are paid for )  Start date: ASAP Duration: 6 months Essential Skills: Python Financial services, Actuarial or insurance background A background in Risk Management or derivatives projects is advantageous Java/C++ If you are interested in this position please send me your up to date CV."	"City of London, UK"	"IT"	"6 months"	"ASAP"	"£600 - £650 per Day"	"Goodman Masson"	"Chris Jones "	"JSPYTHON"	"12/12/2018 11:19:38"	"http://www.jobserve.com/Gm53j"	"Executive"	NA
"PMO Lead"	""	"City of London"	"Contract"	"PMO Lead"	"City of London"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"PMO Lead - Contract - LondonA PMO Lead is required for a 12 month contract based in the City of London, working with our client, a leading, global re-insurance provider.Skills and experience of the PMO Lead:Strong experience in PMO/Project ManagementExperience in Project Management and related methodologiesFamiliarity with US GAAP AccountingBasic understanding of financial and actuarial processes in a Reinsurance environmentBe able to work independentlyStrong interpersonal skills to manage and work with an international teamExcellent presentation and writing skillsGood knowledge of MS Project, Excel and PowerPointPrior experience in insurance/reinsurance or finance projects desirableRole and Responsibilities of the PMO Lead:Project Finances/Budget (current & future) and trackingGovernance (project meetings, slides, minutes, support etc.)Project Management Team Member: Weekly/bi-weekly meetingsProject Plan for work streamsChange Control/Sign off controlException Report/Delivery Management ReportAlignment with work streams on resources/deliverablesMaintaining central repository of project documentsAdHoc Audits/ReviewsTraining/WorkshopsAny other Project Management/PMO activity as requested by overall Project ManagerFor more information, and a full job spec, please apply now.We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age"	"City of London, UK"	"IT"	NA	NA	NA	"Lorien"	"Tiffany Lingham "	"JS-50197773"	"13/12/2018 12:56:46"	"http://www.jobserve.com/GnKBu"	NA	NA
"Rotational Business Graduates"	""	"Telford"	"Permanent"	"Rotational Business Graduates"	"Telford"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Rotational Business GraduatesJob summaryReAssure are looking to recruit dedicated Rotational Business Graduates to join our team. This vacancy represents an opportunity to join one of Telford's largest employers. Joining our exciting, fast-paced, change-focused team, where you will have the space to realise your potential.Our Graduate ProgrammeAt ReAssure we realise you might not yet know where you want your career to go, that's why we offer a Graduate programme that lets you spend 2 years learning about our business by undertaking up to 6 rotations into different parts of ReAssure. These rotations can take you from our busy Actuarial and Finance teams, via our dynamic Change and IT functions, through to our award-winning Customer facing teams and everything in-between.If you already know the direction you want your career to take with specific roles in mind, our Graduate programme will help you to build the rounded business knowledge to support your progression, tailoring your rotations to match your career aspirations.Competitive Salary & Benefits package, including 27 days' holiday, pension, healthcareOriginally founded in 1963, ReAssure is a life and pensions company, which buys and administers closed books of business from other companies. Built on a 2000-strong team with a wide range of skills and experience, there's one constant running through the ReAssure business - 'Change'. Join us and you'll have opportunity to drive our growth and progress through your own success.Key responsibilitiesWe're recruiting Graduates like you to help us develop our leaders of the future. On our 2-year programme you'll learn about how we run our business through being part of a team and being given accountability for activities and processes. You'll gain exposure to our management teams, providing a view point and championing innovations. Throughout your 2 years, you'll be supported by our Organisation and People Development team on your journey, including a comprehensive induction and ongoing learning pathways to help nurture the behavioural and technical skills you need to succeed.Programme will allow you to:Work directly with a variety of functional areas across the business, building a wide network of connections, growing your experience and knowledge of ReAssure and the financial services industry as a wholeTake on a wide range of roles and responsibilities, which help us to achieve the overall deliverables of ReAssure and provide strong outcomes for our CustomersGain satisfaction through a strong sense of ownership, adapt to an evolving role, work in a fast paced environment with a strong work ethic, be an excellent team player and interact with senior managementStudy towards the CII professional qualification, supported by our Organisation and People Development teamKey skills/experience requiredWork together with customers; internal and external; listen to their needs; look at challenges from their viewpointOwn problems and the accountability for solving themDeliver high quality work with enthusiasmBe flexible with change and stay focused on prioritiesDeal with people positively, honestly and constructivelyExpress yourself simply, clearly and directlyProactively offer assistance to others, seek opportunities to \"pitch in\" and help colleaguesShow commitment, and share delivery of team goalsStay calm and resilient despite uncertaintyConstantly seek ways to learn and developBe self-aware; know your strengths and address your development needsEncourage and recognise the right behavioursDemand of yourself the same high standards that you expect from othersPlease apply below We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age"	"Telford, UK"	"Finance"	NA	NA	NA	"Lorien"	"Thom Bannister "	"JS-50197205"	"11/12/2018 10:10:23"	"http://www.jobserve.com/GmtIC"	"Graduate"	NA
"Software Developer/Applications Developer (C# Web API, MVC)"	"£50k-£60k per annum + Bonus + Benefits + Pension"	"City of London"	"Permanent"	"Software Developer/Applications Developer (C# Web API, MVC)"	"City of London - £50k-£60k per annum + Bonus + Benefits + Pension"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Application Developer; Software Developer - Full Software Development Life Cycle.An AMAZING OPPORTUNITY to work for THE MOST PRESTIGIOUS INSURANCE FIRM in the City of London. THIS POSITION IS NOT TO BE MISSED.Working in a small team (circa 10) of experienced Software Developers/Application Developers; you will be required to Design, Architect and Develop complex Insurance-Based Systems (that will cover Underwriting, Modelling and Actuarial).Technical Skills Required:C#Visual Studio .NETTFS (Team Foundation Server)MVCWeb APIEntity FrameworkJSONAngular JSKnockout JSBootstrapNunitMoq/RhinomocksUnity/Castle WinsdorSQL ServerAs an experienced End-To-End Software Developer/Application Developer, you will be working in Design, Architecture and Development; building the latest business related systems for my top tier client in London. Any experience in building insurance or banking or financial systems would be ideal to have; as would any background in Mathematics, Actuarial, Pricing or Financial Modelling.My client is a VERY PRESTIGIOUS Firm located in amazing offices in the City of London. This really is an amzing company to work for. For you chance to secure a position in this highly desirable financial/insurance market, please send in your latest CV for immediate consideration.Application Developer; Software Developer - Full Software Development Life Cycle.An AMAZING OPPORTUNITY to work for THE MOST PRESTIGIOUS INSURANCE FIRM in the City of London. THIS POSITION IS NOT TO BE MISSED.Required Technical Skills:C#Visual Studio .NETTFS (Team Foundation Server)MVCWeb APIEntity FrameworkJSONAngular JSKnockout JSBootstrapNunitMoq/RhinomocksUnity/Castle WinsdorSQL ServerPlease send in your latest CV for immediate considerationSalary on offer is circa £50,000 - £60,000 depending on experience + Excellent Benefits and Technical and Business Related Training.Application Developer; Software Developer - Full Software Development Life Cycle.An AMAZING OPPORTUNITY to work for THE MOST PRESTIGIOUS INSURANCE FIRM in the City of London. THIS POSITION IS NOT TO BE MISSED.Working in a small team (circa 10) of experienced Software Developers/Application Developers; you will be required to Design, Architect and Develop complex Insurance-Based Systems (that will cover Underwriting, Modelling and Actuarial)."	"City of London, UK"	"IT"	NA	"Jan/Feb 2019"	"£50k-£60k per annum + Bonus + Benefits + Pension"	"i3 Resourcing"	"Steven Chassaigne "	"JS-APPSDEVELOPER"	"11/12/2018 09:38:55"	"http://www.jobserve.com/Gms6J"	NA	NA
"Proposition Manager - Pensions"	"£53803 - £80704 per annum"	"Wilmslow, Cheshire"	"Permanent"	"Proposition Manager - Pensions"	"Wilmslow, Cheshire - £53803 - £80704 per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Proposition Manager - Pensions Salary: £53,803-80,704Benefits: 28 days Holiday + Bank Holidays, Pension & Annual Bonus The Royal London Legacy Division is responsible for delivering exceptional customer outcomes to approximately 6 million policy holders across 500 products.We are seeking a dynamic and experienced senior manager to join the division to manage the product life cycle within our suite of pension propositions. The key purpose of the role is to ensure that the pension Legacy propositions deliver great customer outcomes and superior value for money.Reporting to the Head of Propositions, the role will also support the executive team in delivering the key objectives of the business. This includes supporting strategic business programmes, identifying opportunities to add value to the Legacy book and shaping and delivering agendas to achieve operational efficiencies.Responsibilities also include: Shaping and delivering against a clear, risk based proposition review plan in line with risk appetite presenting to the Divisional Executive Committee and Group Customer Standards CommitteesOperating within a robust risk, control and governance regime to facilitate the robust oversight of propositions;Ensuring propositions are legal and regulatory compliant in a continually changing environment by operating an effective framework of people, processes and systems in which we can monitor, influence, oversee and deliver all regulatory and legislative changeManaging a large part of the Legacy Division existing range of products (pensions policies circa 2.5m across Royal London, CIS, Royal Liver and PLAL), in line with Royal London's operating model, risk management standards and efficiency targetsOverseeing a full control framework for the product portfolio, ensuring risks are managed/mitigated in line with Group risk appetite and ensuring propositions deliver great customer outcomesProviding oversight of the Pensions portfolio projects to ensure all changes are delivered to time, budget & quality - this will include overseeing outsourcers projectsProvide Pensions product expertise and deep market understanding collaborating with and influencing internal stakeholders including actuarial, customer service, legal, risk and compliance functions within Royal London, as well as external regulators and other stakeholdersDeliver key performance metrics and enhance the value of existing productsResponsible for overseeing the regular review of pensions propositions ensuring all outcomes are in line with customer promises, expectations and terms and conditions and with regulatory requirementsSkills, qualifications and experience: Experience in managing Pensions productsStrong understanding of Pensions regulatory and legislative framework including HMRC, FCA (including COBs), tPR, FRC as well as ABI Codes as appropriateExperience in operating governance and controls in line with risk appetite and regulatory requirementsBusiness process design experience and ability to oversee complex change projectsAbility to increase efficiency and effectiveness of existing processes, setting realistic but stretching targetsNoneRoyal London is an equal opportunities employer. We work hard to attract the best talent for our award-winning team. We believe that embracing difference makes us stronger. Our diverse people bring us different skills - whatever their educational background, disability, gender, age, sexual orientation, race, religion or belief. We will consider flexible working arrangements for all our roles. We also welcome applications from individuals who have taken an extended career break.To apply, please use the 'Apply Online' link below.For any further queries regarding the role, please contact Doug Gear on (see below) "	"Wilmslow, Cheshire, UK"	"Finance"	NA	NA	"£53803 - £80704 per annum"	"Resource Management"	"Resource Management ltd"	"JS-R02968"	"10/12/2018 09:37:41"	"http://www.jobserve.com/GmgdZ"	NA	NA
"Actuarial Analyst"	"GBP"	"South West"	"Permanent"	"Actuarial Analyst"	"South West - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Actuarial Analyst  Open to relocation and looking to get out of the city? HFG are assisting a UK Life Insurer in their search for a part qualified Actuarial Analyst to sit within their Finance team.  This is a great opportunity for an ambitious individual who has a strong desire to begin an actuarial career. You will gain exposure into various sides of the business and become a true asset to the growing Life Insurer. Key Responsibilities  - Supporting the marketing and pricing functions of the business - Assisting with the implementation of the Risk Management system  - Providing insightful projections which will allow for improved decision making throughout the businessKey Requirements - Experience in the Life Insurance market - Strong data analytical skills - Reporting experience  For more information or to apply for this role, please get in to contact! "	"South West, UK"	"Other"	NA	NA	"GBP"	"HFG"	"HFG"	"JS7286_86473/604259696"	"13/12/2018 07:09:48"	"http://www.jobserve.com/GnHrs"	NA	NA
"Actuary - Financial Risk"	"£68,750 - £71,530 per annum GBP"	"Croydon"	"Permanent"	"Actuary - Financial Risk"	"Croydon - £68,750 - £71,530 per annum GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Actuary - Financial Risk £68,750 - £71,530 per annum Croydon Our client is looking for a Qualified Actuary to join their team on a permanent basis. The Actuary will support the provision of actuarial advice to PPF's Board by carrying out a range of actuarial, quantitative finance or modelling processes. Typical responsibilities include calculating results from their actuarial models, drafting appropriate technical responses using suitable methodology to recommend to senior stakeholders and implementing process changes and improvements. You will need to demonstrate a strong numerical and analytical skill set within the insurance or pensions industry, and be used to dealing with risk modelling in Excel. They expect you to be a strong-team player that is able to manage conflicting priorities to tight deadlines. This role gives you the opportunity for you learn to new skills in a fast-paced financial services environment. Sound like you? Apply now. Now is a really exciting time for them. They've got big plans for 2019, and beyond, and they'd love you to join them. Our client is an Equal Opportunities employer and welcomes applications from all sections of the community. No agencies please. "	"Croydon, UK"	"Finance"	NA	NA	"£68,750 - £71,530 per annum GBP"	"Networx"	"claire Smith"	"JSNTXBE369776/592611091"	"11/12/2018 11:09:10"	"http://www.jobserve.com/Gmtdz"	NA	NA
"Actuarial Reserving Manager"	"GBP"	"London"	"Permanent"	"Actuarial Reserving Manager"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Actuarial Reserving Manager London  Who we are: QBE's European Operations, which accounts for over 27% of QBE Group turnover, is a leading specialist in London market and European commercial lines business. Active in both the Lloyd's and company market, QBE offers considerable diversity to the broking community. We are a socially responsible company and give our customers the ability to invest a portion of their premiums in environmentally and socially beneficial projects. The Opportunity:  As an Actuarial Reserving Manager you would directly support the Head of Reserving as a manager for one of the four main reserving teams within QBE European Operations (EO). Additional responsibilities would include key relationship management with functions such as Finance, Group or Claims. Actuarial Reserving Managers work closely with the Head of Reserving to develop and execute the team vision and strategy each year making this role a great opportunity to influence and contribute to team goals. They also partner with the underwriting department to provide crucial insight into the business. Your responsibilities for this role may include, but are not limited to: Annual delivery of reserving results Building and maintaining strong relationships with key stakeholders Communication of results, key issues, sensitivities and uncertainties Delivery of post reserving processes feeding into HY and YE results Reserving & UW variability parameterisation in conjunction with capital team Analysing and communicating trends Delivery of regular actual vs expected analysis Ad hoc deep dive analysis on key portfolios of interest Manage a team of 2 to 3 analysts A close collaboration with the reserving manager for the insurance activity of QBE Europe You will need to be able to display you have the following qualifications and experience: Strong focus on executing plans and delivering results Effective communication skills Pro-active approach and keen to take ownership of work Willingness to collaborate and work in a team Experience of managing a cross border team Ideally Qualified Actuary  Strong technical background in reserving and reinsurance Strong knowledge of accounting, including Belgian GAAP, and tax law. Strong planning and time management of both own and direct team's work We view our people as our most precious asset. We understand the importance of fostering a work environment that is responsive to the changing needs of today's workforce. QBE aims to build a workplace that is fair and inclusive because we want to attract and retain the best people to do the job. "	"London, UK"	"Finance"	NA	NA	"GBP"	"QBE"	"QBE"	"JS7286_83899/598778541"	"07/12/2018 13:15:43"	"http://www.jobserve.com/Gl5an"	NA	NA
