"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"duration"	"company_summary"
"Machine Learning Engineer - London"	"£35K - £50K"	"London"	"Permanent"	"Machine Learning Engineer - London"	"London - £35K - £50K"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	" This influential and exciting business have recently built a new product that sits on Instagram for companies like Bentley, Armani and Samsung and produces something extraordinary for them! This company are dynamic, fresh with some highly intelligent men and woman in the business.  They are now looking to further develop this product and seeking a Machine Learning Engineer/Data Scientist, which is where you would come in. You will work alongside a tech team to build, from scratch, their Machine Learning capabilities.  Innovation, Data Science, Machine Learning and an understanding of Deep Learning are key to succeed in this role. "	"London, UK"	"Engineering"	"ASAP"	"£35K - £50K"	"TechnologyPeople UK Ltd"	"Piet Southey "	"JSPS/JS/ML"	"05/12/2018 09:55:20"	"http://www.jobserve.com/Gllj4"	NA	NA	NA
"Machine Learning Engineer"	"£350 - £400 per Day"	"London"	"Contract"	"Machine Learning Engineer"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About The AI Startup and how you will play your part as their first NLP Engineer This disruptive AI startup has an outstanding opportunity for an accomplished NLP Engineer to join the team as one of the company's first key hires. They have just raised a considerable amount of funding and are now focusing their attention on growth. As a company, their core purpose is to address the laborious bureaucracy associated with international supply trade documentation. They therefore see this NLP Engineer hire as someone who will help create AI-first solutions to automate document inspection through smart documentation analysis and NLP-centric technologies. With my client having recently set up a London base after kickstarting this project in the USA, as their first NLP Engineer you will have a great blank canvas upon which to make an impact.About The NLP Engineer Role:As an NLP Engineer, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the NLP Engineer:Designing and developing data engineering pipelines to ingest new data and update existing algorithmsPerforming core NLP tasks, including text mining, classification, information extraction, entity recognition, text processing etc.Bringing NLP systems into production, collaborating with the engineering teamNavigating noisy labels, incomplete data-sets and multiple data formatsAbout The Successful NLP Engineer:If you are currently in a NLP Engineer, Machine Learning Engineer, Data Scientist or Data Engineer role this could be the ideal next step in your career with an exciting, disruptive tech company.Desired Skills and Competencies of the NLP Engineer:PhD/MSc in discipline related to Machine Learning, NLP, Computer Science etc.Ideally commercial experience putting academic theory into practiseStrong technical ability in Python as well as other technologies such as NLTK, Keras, Tensorflow, PyTorch etc.Knowledge of good software engineering practice and principles Expertise in NLP with emphasis on text classification, mining and clusteringBonus points for experience in applying Deep Learning for NLP, NLP on large datasetsAfter completing a contract period of work the successful NLP Engineer could also be offered a permanent position and with it a highly competitive salary depending on experience, along with excellent company benefits and stock options. However this is by no means an essential requirement and experienced contract-only applicants are very much encouraged to apply for the long term contract period, if you don't have a desire to move to a permanent role in the future.For more information about this Data Scientist role or to apply send your CV now to Steve. Please email (see below) Reuben Sinclair are a multi award winning recruitment company including: UK's Best Recruitment Consultant, UK's Best Specialist Recruitment Agency, UK's Best Agency Side Recruiter, One of only 30 UK Hyper Growth companies, UK's Most Innovative Recruitment Company, UK's Most Innovative Recruiter, UK's Best Agency Side Recruiter, UK's Best Agency Side RecruiterWe specialise in delivering recruitment solutions for complete brand engagement: Data, Digital, Sales, Marketing and PR working with some of the most innovative, entrepreneurial and award winning companies across industry.Keywords: Data Scientist, Senior Data Scientist, Lead Data Scientist, Head of Data Science, Data Analyst, Statistics, Programming, Machine Learning, Text Mining, Data Visualization, Big Data, Data Ingestion, Data Munging, Toolbox, Natural Language, Processing "	"London, UK"	"IT, Consulting"	"ASAP"	"£350 - £400 per Day"	"Reuben Sinclair"	"Steve Woodward "	"JS-SW - 007 - 1207"	"10/12/2018 11:16:40"	"http://www.jobserve.com/GmhW9"	NA	"6 months"	NA
"Senior Machine Learning Engineer"	"£80k per year"	"London"	"Permanent"	"Senior Machine Learning Engineer"	"London - £80k per year"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Senior Machine Learning Engineer (Python, Kafka, Hadoop)Senior Machine Learning Engineer is required for a rapidly-growing startup company with massive investment and generous equity offerings based in Central London. The role requires a passionate strong data engineer to join the team as they are advancing ahead of schedule and looking for someone who is confident in using software such as Python, Kafka and Hadoop and willing to take a hands on approach whilst bringing their own experience to help develop the business. What's in it for you? The Senior Machine Learning Engineerwill have a competitive salary of £80K + benefits + generous equity.Relaxed office atmosphereCasual, fast paced environment with flexible hoursOpportunity to gain experience working with a highly motivated team.Fast-tracked career opportunities and a personal development budgetKey Skills and Responsibilities required Strong experience with networking, profiling and multi-threading.Experience using Python, Hadoop and KafkaExperience building data pipelines into a Machine Learning environmentBe able to get involved in strategy planning for the machine learning. Enjoys keeping up to date with new technologiesBe able to present ideas in front of a team.The additional points below would be a great plus, but not essential: Common knowledge of Machine learning algorithmsUnderstanding of scientific computingAny other relevant qualificationsTo apply for this position please apply through our website.Keywords - Senior Data Engineer, Python, Hadoop, Kafka, Machine Learning, Big Data, AWS, NoSQL, Pipelines, Startup, Equity, Senior Data Engineer, Python, Hadoop, Kafka, Machine Learning, Big Data, AWS, NoSQL, Pipelines, Startup, Equity Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	"January"	"£80k per year"	"Venturi Limited"	"Naomi Wood"	"JSML ENGINEER"	"05/12/2018 09:24:53"	"http://www.jobserve.com/GllD3"	NA	NA	NA
"Graduate Machine Learning Developer C++ - Graduate"	"£25k - £30k per annum + Benefits"	"Cambridge"	"Permanent"	"Graduate Machine Learning Developer C++ - Graduate"	"Cambridge - £25k - £30k per annum + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Graduate Machine Learning Developer C++, Computing, Science, Natural Sciences, Physics, Engineering, £25,000 - £30,000 (depending on experience) + benefits.Some early stage technology companies are a cut above the rest and this happens to be one of them. A well funded early stage software house originally created by some leading academics and pioneering entrepreneurs have taken the organisation to new heights in a rapidly growing area.They have an outstanding track record in tacking on bright graduates from all over the UK and giving them rewarding projects to work on not too mention they operate in a field that evolves minute by minute.The team is already made up of Post Doc's and graduates from the leading universities in the country therefore you will be joining an already elite team with backgrounds in physics, natural sciences, engineering and computer science.For this exceptional position we would like to speak to both Post Doc's and other graduates who have a 2.1 or above degree from a highly ranked university along with at least ABB at A-level, some comprehension of developing in C++, an understanding of machine learning would be beneficial but not essential, knowledge of Linux/Windows operating systems, able to analyse mathematical problems, some understanding of networks would be useful but again by no means essential.The company has a diverse team therefore we welcome people from all backgrounds, working on mathematical algorithms, creating some of the most intelligent technology out there and finally learning about a complex but engaging field.What do you think so far?If the above job sounds of interest please apply via the link or feel free to give us a call. Please note we are on the client's supplier list for this position.Modis are operating as an Employment Agency. Modis are an equal opportunities employer.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Keywords: C++, Post Doc, Computing, Science, Physics, Engineering, Graduate, Cambridge, Degree, Machine LearningModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"Cambridge, UK"	"IT"	"ASAP"	"£25k - £30k per annum + Benefits"	"Modis"	"Mark Chapman "	"JS-1152572"	"10/12/2018 14:08:24"	"http://www.jobserve.com/Gmh09"	"Graduate"	NA	NA
"DevOps Engineer (Machine Learning)"	"£60k - £70k per annum + Benefits"	"Uxbridge"	"Permanent"	"DevOps Engineer (Machine Learning)"	"Uxbridge - £60k - £70k per annum + Benefits"	"Permanent"	"Posted: Sunday, 9 December 2018"	""	"DevOps Engineer (Machine Learning), £60,000 - £70,000We are seeking a DevOps Engineer to join a hugely impressive tech team using modern container, infrastructure as code and cloud tools who are building machine learning driven security products, protecting individuals through to global companies from cybersecurity threats.As the DevOps Engineer you will join a highly intelligent group of Software and DevOps Engineers running huge scale production infrastructure using chaos engineering principles. You will take a broad role across ops tooling, working in an infrastructure as code environment using Terraform, enhancing the use of Kubernetes (the team are happy to train those who would like more container experience) and working with scalable AWS.We are looking for a DevOps Engineer with:Broad knowledge of infrastructure technologies which could include Terraform, Kubernetes or AnsibleExperience of cloud environments, AWS preferredSome form of Scripting/programming experience; Bash, Python or GoA technical Degree or strong academic background would be highly beneficialDevOps Engineer (Machine Learning) Salary: £60,000 - £70,000 plus BenefitsLocation: Uxbridge, West London"	"Uxbridge, UK"	"IT"	NA	"£60k - £70k per annum + Benefits"	"Understanding Recruitment"	"Tom Parker "	"JS-TP-UDE8"	"09/12/2018 14:00:30"	"http://www.jobserve.com/GmT6A"	NA	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"Data Architect, Machine Learning, Advanced Analytics, Python, Data Engineering, AWS, London"	"£70k-90k"	"London or Suffolk"	"Permanent"	"Data Architect, Machine Learning, Advanced Analytics, Python, Data Engineering, AWS, London"	"London or Suffolk - £70k-90k"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"  Data Architect, Machine Learning, Advanced Analytics, Python, Data Engineering, AWS, London or Suffolk   Marshall Wolfe are putting together a first-class Data Team for one of our fastest growing clients within AI. The team encompasses a Data Architect, Data Engineer and Data Scientist. This opportunity is for an experienced Data Architect, who will lead the Data Team and be the driving force behind the data strategy of all projects.   Essential Skills:   Cloud environments.   AWS Glue and Lambda   ETL tools - Python, data migration and cleansing.   Used ETL tools such as SSIS (but not just an MS Stack person), Alteryx.   Data Lakes, data analytics and working with large data sets.   Relational databases.   Agile working.   The ability to work independently yet seek advice where required   Committed to delivering excellence for customers   Moving data, prepping data, transport data between sources   ETL tools and services - Alteryx, SSIS, etc.   Essential experience:   The engineering of a data structure rather than the transport of data between structures.   Can architect the Data Warehouse.   Can design databases or Data Warehouse structures   Ability to build a data structure   Hands on experience with AWS, building and configuring environments.   Familiarity with variety of Databases, incl. structured RDBMS.   Experience in analysing and cleansing data using a variety of tools and techniques.   Experience in working with a variety of data formats, JSON, XML, CSV etc.   Experience with building and maintaining data dictionaries/meta-data.   Experience of Linux and cloud environments. "	"London or Suffolk, UK"	"IT"	NA	"£70k-90k"	"Marshall Wolfe"	"Amber Hunt "	"JS/DATAARCHITECT/AH"	"11/12/2018 10:10:04"	"http://www.jobserve.com/GmtHy"	NA	NA	NA
"Data Scientist, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London"	"£45k-£70k"	"London or Suffolk"	"Permanent"	"Data Scientist, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London"	"London or Suffolk - £45k-£70k"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London or Suffolk  Marshall Wolfe are putting together a first-class Data Team for one of our fastest growing clients within AI. The team encompasses a Data Architect, Data Engineer and Data Scientist. This opportunity is for an enthusiastic Data Scientist, predominantly a consultancy role, you'll be working across customers and multiple projects, therefore you will not be stuck on client sites all the time. You will be working with multiple sources of data within a really exciting, fast moving environment. Selection of Skills required: (you do not need all of the below but some exposure and keenness to learn is essential): Some exposure to Python, eg Jupyter notebooks (R skills can compensate here) Data ingestion/wrangling/engineering experience Able to communicate results clearly to clients - internally and externally Production ML model support Experience of recommender systems Experience of creating visualisations to explore the structure of datasets, eg t-SNE, PCA, using Matplotlib or equivalent Data mining experience Neural network experience NLP experience, eg word2vec Machine learning experience on client projects highly desirable but not essential, eg Use of scikit-learn or equivalent Using a number of algorithms for regression and classification and being able to explain the pros/cons of each approach Hyper-parameter tuning Model accuracy and comparison metrics "	"London or Suffolk, UK"	"IT"	NA	"£45k-£70k"	"Marshall Wolfe"	"Amber Hunt "	"JS/DATASCIENTIST/AH"	"11/12/2018 10:06:49"	"http://www.jobserve.com/GmtFQ"	NA	NA	NA
"Java Developer - Machine Learning Technology - London"	"£50k - £75k per annum"	"London"	"Permanent"	"Java Developer - Machine Learning Technology - London"	"London - £50k - £75k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Java Developer - Machine Learning Technology - LondonThis Java Developer role will be responsible for development and delivery of production ready code.This will be a fast paced Java Developer role, delivering excellent solutions for customer requirements.Client DetailsThis is a fantastic opportunity for a Java Developer to work in a growing team, on cutting edge technology, delivering exciting solutions using Java.Our client has an innovative product using the latest technologies to solve problems for the clients globally.Description This Java Developer role will involve:-- Delivering and developing end to end features and projects- Working closely with the team to take projects through to live production- Development of new features and products processesProfile The successful Java Developer candidates MUST have:-- 3+ years Java Development experience- 2+ years using Spring MVC - Experience with Linux systemsJob Offer - Fantastic salary up to £75K per annum- Working with cutting edge technology"	"London, UK"	"IT"	NA	"£50k - £75k per annum"	"Michael Page Technology"	"Shak Shakir "	"JS-13929292/001"	"07/12/2018 17:51:14"	"http://www.jobserve.com/Gl6z2"	NA	NA	NA
"Data Engineer, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London"	"£45-70K"	"London or Suffolk"	"Permanent"	"Data Engineer, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London"	"London or Suffolk - £45-70K"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	" Data Engineer, Machine Learning Analyst, Advanced Analytics, Python, Data Engineering, AWS, London or Suffolk  Marshall Wolfe are putting together a first-class Data Team for one of our fastest growing clients within AI. The team encompasses a Data Architect, Data Engineer and Data Scientist. This opportunity is for an enthusiastic Data Engineer, predominantly a consultancy role, you'll be working across customers and multiple projects, therefore you will not be stuck on client sites all the time. You will be working with multiple sources of data within a really exciting, fast moving environment. Essential Skills: Cloud environments. AWS Glue and Lambda ETL tools - Python, data migration and cleansing. Data Lakes, data analytics and working with large data sets. Relational databases. Agile working. The ability to work independently yet seek advice where required Committed to delivering excellence for customers Moving data, prepping data, transport data between sources ETL tools and services - Alteryx, SSIS, etc. Essential experience: Hands on experience with AWS, building and configuring environments. Familiarity with variety of Databases, incl. structured RDBMS. Experience in analysing and cleansing data using a variety of tools and techniques. Experience in working with a variety of data formats, JSON, XML, CSV etc. Experience with building and maintaining data dictionaries/meta-data. Experience of Linux and cloud environments. Desirable experience: Hands on experience with AWS Glue and S3 Familiarity with AWS data lake related components Familiarity with large data techniques (Hadoop, MapReduce, Spark etc.) Familiarity with providing data via a micro service API."	"London or Suffolk, UK"	"IT"	NA	"£45-70K"	"Marshall Wolfe"	"Amber Hunt "	"JS/DATAENGINEER/AH"	"11/12/2018 10:03:42"	"http://www.jobserve.com/GmtDy"	NA	NA	NA
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	NA	"6 months +"	NA
