"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"Data Scientist"	"Up to £500 per Day"	"City of London"	"Contract"	"Data Scientist"	"City of London - Up to £500 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Data Scientist London £500 per day 6 month contract Advantage Resourcing are recruiting for a Data Scientist on behalf of a major Oil and Gas client based in central London. The client are a highly reputable organisation and offer a vibrant and creative place to work.  Responsibilities Researching machine learning models for forecasting and time series analysis using the latest methods Write clean and maintainable production-level code, including tests; the tech stack we work with includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL. Integrating models into production on a weekly or even daily basis Work closely with the customer and the Product Owner day-to-day Work in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities. Documenting and explaining the results of analysis or modelling to both a technical and non-technical audience Learning new engineering practices, technologies and continuously improving our Agile practices Required Skills and Experience Extensive experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluation Ability to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoring Experience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc. Have experience in at least one out of the following three: Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.) Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.) Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)  Knowledge of Bayesian Statistics and Bayesian/Probabilistic modelling Desired Skills and Experience Experience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.) If you would like to apply for this role please give Sam Shabir at Advantage Resourcing a call. JOB ID: 820168 Advantage Resourcing is a service driven recruitment consultancy."	"City of London, UK"	"IT"	NA	"Up to £500 per Day"	"Advantage Resourcing"	"Advantage Resourcing "	"JS-ADVEU_821068"	"06/12/2018 09:30:15"	"http://www.jobserve.com/Glwlh"	NA	"6 months"	NA
"Data Scientist - Tier 1 Investment Bank - 6 month contract"	"£600 - £750 per Day"	"City of London"	"Contract"	"Data Scientist - Tier 1 Investment Bank - 6 month contract"	"City of London - £600 - £750 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist - Tier 1 Investment Bank - 6 month contract - London A leading Tier 1 Investment Bank is looking for a senior Data Scientist to join their global markets office for an initial 6 month contract.The successful candidate will be an expert in building machine learning models from inception through to deployment and production.Essential RequirementsMSc degree or equivalent in Artificial Intelligence, Machine Learning, Computer Science, Statistics, Mathematics, Physics or similar quantitative disciplineProficiency in Python (or R) and SQL, and experience in developing and deploying models to a production system or commercial useDevelopment knowledge in Java (or Scala)Hands-on skills in machine learning techniques with demonstration in academic publications and/or online competitions like KDD-Cup, Kaggle etc.Familiar with one or more machine learning algorithms: content/collaborative filtering, NLP, non-linear/deep regressions, boosted trees, ensembles etc.Thorough understanding of full modelling process: exploratory data analysis, feature engineering/selection, multi-layer cross validationsExperience in developing prediction models in E-commerce or digital marketingA good understanding of statistics (eg, hypothesis testing, non-parametric methods)Ability to work collaboratively and proactively in a fast-paced environment interacting with both a non-technical and technical audiencesKnowledge of big data systems and NoSQL databasesPreferable qualifications and skill setA PhD in a quantitative subjectExperiences with big data frameworks ie Spark, Hadoop, Kafka etc.Previous experience with recommender systemsCommercial mindset and interest in digital and web contentA hacker's mentality to problem solvingComfortable in using open source technologiesInterest in keeping up with state-of-the-art machine learning by attending and submitting papers to relevant conferencesKnowledge or experience in developing/deploying to AWS or AzureEmpiric is a global provider of niche and specialist recruitment services operating across Investment Banking, Oil & Gas, Engineering, IT and Industry & Commerce. Our expert knowledge of the market and strong working relationships with our clients has enabled us to become the preferred supplier to over 150 global corporations. "	"City of London, UK"	"IT, Finance, Consulting"	"1/1/2019"	"£600 - £750 per Day"	"Empiric Solutions"	"Empiric "	"JS-DS - 5/12/18"	"05/12/2018 16:51:38"	"http://www.jobserve.com/GlpSk"	NA	"6 months"	NA
"Data Scientist - Contract - London - Fintech"	"Competitive Rates"	"City of London"	"Contract"	"Data Scientist - Contract - London - Fintech"	"City of London - Competitive Rates"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist | AI/Machine Learning/NLP | Python | R |Programming | Big Data | AnalyticsThis is one of the most exciting projects in London right now and it is for a business who have a fantastic concept and are moving in a great direction. You will play an instrumental part in delivering the data science function of the business, working closely with various stakeholders and reporting into the Head of Data & Analytics. You will be leveraging data from various sources and enhancing processes to genuinely help their customers benefit from the organisation. This isn't your typical Financial Services role!Strong Python skills are a must for the role, alongside Machine Learning techniques, supervised/unsupervised, Tensorflow, Spark, Kafka and more. This will be a long-term assignment for the right individual, minimum 6 months with a strong possibility of further extensions. Banking experience is preferable within a retail/digital/Fintech environment. For further information and immediate consideration for interview, please don't hesitate to contact Lewis Forsyth."	"City of London, UK"	"IT"	"ASAP"	"Competitive Rates"	"Vertex Solutions Ltd"	"Lewis Forsyth"	"JS-DS FINTECH CONTRACT"	"04/12/2018 15:53:31"	"http://www.jobserve.com/Glb5j"	NA	"6 months +"	NA
"Data Scientist"	"£55k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £55k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Scientist (Permanent)- Central LondonSalary: £55,000 plus benefits package  My client provides technology for plant and equipment and related services for processing foods and manufacturing advanced materials. They are looking to set up a data Science hub in London. In light of this, they are looking for a data scientist with 1-2 years' experience to grow within the business and develop into a lead management position.  Responsibilities:Support on a variety of image processing project and other data-driven workContribute to the formulation of their growing data scientist hubSupport senior management to advice on data issues company wide Essential skills:At least 1-2 years commercial experience in data science related rolesStrong python coding skills  Benefits:Become subject matter expert within companyWork on exciting project and interesting commercial datasetsSocial environment- monthly team outingsYearly benefits2,500 annual bonusPension scheme26 days holiday If you are passionate about your field and want to work in a progressive, fun and down-to-earth organisation; please apply. "	"London, UK"	"IT"	"2018-12-27"	"£55k per annum"	"Opus Recruitment Solutions Ltd"	"Andrew Comyn "	"JSDS AT BUH..."	"06/12/2018 12:26:04"	"http://www.jobserve.com/GlxTQ"	NA	NA	NA
"Data Scientist"	"£50k - £70k per annum + Amazing benefits package!"	"City of London"	"Permanent"	"Data Scientist"	"City of London - £50k - £70k per annum + Amazing benefits package!"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist - Machine LearningAbout The AI Start-upFounded at the beginning of last year yet already with a headcount of 16, this award-winning AI start-up is helping companies unlock their data for innovation, allowing clients to uncover the trends in data whilst simultaneously ensuring GDPR compliance. They are enabling businesses to use their data ethically and responsibly through automated anonymization techniques, providing a service that couldn't be more relevant following the tightening of data regulations earlier this year. The start-up uses advanced machine learning and NLP techniques to capture the patterns and insights in data within a model that is then harnessed to generate synthetic data for clients, maintaining the statistical value of the data whilst importantly keeping the information private.Here you will be joining a team of truly exceptional minds and with specialist expertise in machine learning, natural language processing, data science and Back End engineering, coming from outstanding academic backgrounds in some of the best institutions worldwide.About The Data Scientist RoleAs a Data Scientist, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the Data Scientist:* Conducting leading research within the area of machine learning, NLP, AI, data classification, data anonymization etc.* Designing and developing new anonymization approaches and advanced statistical algorithms* Supporting in optimising algorithm accuracy and performanceAbout The Successful Data ScientistIf you have recently completed a PhD or MSc with a focus upon advanced Machine Learning, or if you've been in a commercial position with exposure to the very latest in Machine Learning technology, this could be the ideal next step in your career within an exciting, disruptive tech company.Desired Skills and Competencies of the Machine Learning specialist:* PhD/MSc with academic papers in one of the following areas: synthetic data generation, differential privacy, GAN techniques, gradient descent, machine learning based data compression, continuous learning, data fusion, topological data analysis, homotopy machine learning, hyper parameter learning, tensor networks, quantum machine learning or automated machine learning* Expertise in Python/C++/Matlab* Ideally exposure to Deep Learning/NLP frameworks (Tensorflow, Keras, PyTorch, NLTK etc).The successful The Data Scientist will be offered a highly competitive salary paying £50,000-£70,000 depending on experience, along with excellent company benefits and stock options too!"	"City of London, UK"	"IT"	"ASAP"	"£50k - £70k per annum + Amazing benefits package!"	"Reuben Sinclair"	"James Dance "	"JS-JDDS"	"05/12/2018 15:43:16"	"http://www.jobserve.com/Glor7"	NA	NA	NA
"Data Scientist"	"£450 - £550 per Day"	"Manchester"	"Permanent"	"Data Scientist"	"Manchester - £450 - £550 per Day"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data ScientistTensorFlow | SQL | Python | R | MATLAB | SAS | AI | Machine Learning | Hadoop | SparkThe RoleA Data Scientist with experience with TensorFlow, SQL, Python, R, MATLAB, SAS, AI, Machine Learning, Hadoop and Spark environment experience is required for a 3 month contract (high chance of extension) in Manchester.The Successful candidate will be Analysing data patterns and identifying the statistical model as well as designing algorithms and systems to model the business problem.Data Scientist RequirementsExperience working with different programming languages (Python, R and SQL)Big Data technologies Hadoop/Spark/HiveExperience with data science toolkits such as R, Weka, NumPy, MatLab or equivalentExperienced in statistical analysis environments such as R, MATLAB, SPSS or SASExperienced in the use of TensorFlow and familiar with SQL, Python, Java and/or C/C++Detailed understanding of machine learning (statistics and visualization)Understanding of algorithm design, development, optimization, scaling and applicationAbility to deliver actionable insights The CompanyThe successful Data Scientist will be contracting in Manchester working with a digital Marketing Agency.Apply Now!If you are a Data Scientist with an excellent understanding of P TensorFlow, SQL, Python, R, MATLAB, SAS, AI, Machine Learning, Hadoop and Spark environment then apply now to avoid missing out.Interviews for this role will be commencing ASAP. To register your interest in time, please send your CV using the \"Apply\" button now.Data ScientistOscar Technology Limited is acting as an Employment Agency in relation to this vacancy.To understand more about what we do with your data please review our privacy policy on our website"	"Manchester, UK"	"IT"	NA	"£450 - £550 per Day"	"Oscar Associates Ltd"	"Thomas Briggs "	"JS-TB 398DS"	"07/12/2018 15:54:18"	"http://www.jobserve.com/Gl6PX"	NA	"3 months"	NA
"Data Scientist"	"£70k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £70k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data Scientist (Permanent)- Central LondonSalary: £70,000 plus benefits package  My client provides technology for plant and equipment and related services for processing foods and manufacturing advanced materials. They are looking to set up a data Science hub in London. In light of this, they are looking for a data scientist with 2-3 years' experience to grow within the business and develop into a lead management position.  Responsibilities:Support on a variety of image processing project and other data-driven workContribute to the formulation of their growing data scientist hubSupport senior management to advice on data issues company wide Essential skills:At least 2-3 years commercial experience in data science related rolesBackground using image processingStrong python coding skills  Benefits:Become subject matter expert within companyWork on exciting project and interesting commercial datasetsSocial environment- monthly team outingsYearly benefits26 days holidayIf you are passionate about your field and want to work in a progressive, fun and down-to-earth organisation; please apply. "	"London, UK"	"IT"	"ASAP"	"£70k per annum"	"Opus Recruitment Solutions Ltd"	"Andrew Comyn "	"JSJOB AD DATA SCIENTIST BUH...."	"03/12/2018 08:42:07"	"http://www.jobserve.com/GlLWK"	NA	NA	NA
"Data Scientist/Python"	"£55k-£75k +"	"Central London"	"Permanent"	"Data Scientist/Python"	"Central London - £55k-£75k +"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist/Python One of our clients, who are based in Central London are looking for a Data Scientist to join their team. You will be highly educated with an undergraduate degree or MSc from stem background with 3-5 years of working experience.  Skill set:- - Python development/prototyping including: pandas, numpy, sklearn, autoencoders, Django, big data (Spark, elasticsearch)- Machine learning, NLP Main Duties:- - Work with head of AI, CTO, data science team and clients to develop cutting edge machine learning models (both unsupervised and supervised models)- Work with leading Universities to develop academic research programmes aimed at developing new methodologies and algorithms in the topics of anomaly detection, natural language processing and risk identification using neural networks- Collaborate with clients to help them improve efficiencies in their compliance processes, reduce false positives and false negatives in their risk identification processes by analysing their data and highlighting risks from automated analysis- Build prototypes aimed at ingesting clients' data and running machine learning models Other skills:- - You will be a self-starter- Ability to learn quickly different topics- Ability to produce prototypes aimed at proving/disproving business hypotheses- Ability to present findings back to client/senior audience Please e-mail your CV to Hayley ASAP In the first instance."	"Central London, UK"	"IT"	"ASAP"	"£55k-£75k +"	"Incisive Ltd"	"Hayley Silverstein "	"JS"	"04/12/2018 07:03:18"	"http://www.jobserve.com/Ge8uV"	NA	NA	"Graduate"
"Data Scientist (TensorFlow) - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist (TensorFlow) - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist/Data Engineer (contract)£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to work on a project to build a chatbot framework using TensorFlow and Python.To be considered for this contract role you will have:Object-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, Hive, PrestoExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Data Engineer (contract)"	"London, UK"	"IT"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"04/12/2018 12:16:54"	"http://www.jobserve.com/GlaHn"	NA	"6 months +"	NA
"Data Scientist - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Data Scientist/Data Engineer (contract)£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to work on a project to build a chatbot framework using TensorFlow and Python.To be considered for this contract role you will have:Object-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, Hive, PrestoExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Data Engineer (contract)"	"London, UK"	"IT"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"06/12/2018 09:33:57"	"http://www.jobserve.com/Glwmc"	NA	"6 months +"	NA
"Data Scientist "	"£500 per Day"	"East London"	"Contract"	"Data Scientist "	"East London - £500 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Data Scientist - interviews this week.Fantastic opportunity to work with an End User.Strong programming background.Strong experience in AWS, Java, Python, R, AWS and Spark (machine learning, Python, Scala, Java).Collaborate with engineering team to design and implement scalable, efficient and automated data analysis processes using AWS Big Data services.Cloud experience.*Strong foundation in computer science including data structure, algorithms, memory management and distributed computing. Please contact Shikha at (see below) "	"East London, UK"	"IT"	NA	"£500 per Day"	"Careerwise"	"Shikha Sharma "	"JS-SHIKHA_DATA SCIENTIS"	"03/12/2018 19:59:35"	"http://www.jobserve.com/GlTDp"	NA	"6 months"	NA
"Data Scientist"	"Up to £500 per Day"	"East London"	"Contract"	"Data Scientist"	"East London - Up to £500 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist/Engineer-Contract -East LondonThe position is to work for a large end user client to work on best action recommendation for their projects. You will be working on datasets and big data to produce meaningful results using a variety of algorithms and models. You should be an analytical thinker with an aptitude and interest in quickly learning and developing new skills.Skills required: -Predictive Modelling, Machine LearningDeep Learning, TensorFlow on AWS, Python, Matlab,Experience in handling large and complex datasets through Mathematical modellingGood working knowledge of data mining and data visualisationExperience with R, Python, SQL, SAS, Hadoop (or similar)Programming experience in Java, C/C++, Javascript will be a bonusEvidence of applied problem solving using analyticsAbility to deliver comprehensive and detailed analytical reportsWorking knowledge on opensource Software tool-TensorFlow"	"East London, UK"	"IT"	NA	"Up to £500 per Day"	"Careerwise"	"Shubha Singh "	"JS-0000005588"	"04/12/2018 11:47:39"	"http://www.jobserve.com/GlZza"	NA	NA	NA
