"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"category"
"Technical Business Analysts - London Market Insurance"	"Up to £80K + Benefits"	"London"	"Permanent"	"Technical Business Analysts - London Market Insurance"	"London - Up to £80K + Benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"My client is looking to hire two permanent Technical Business Analysts to join their Technology Team. The Technology Team is responsible for all IT operations as well as a strategic technology transformation programme, incorporating the strategies for applications, infrastructure, support and application development. KEY RESPONSIBILITIES Apply detailed analysis and problem solving to produce high quality user stories, wireframes, functional and non-functional specifications, current and future state processes and dataflows, KPIs and business cases. Support a range of strategic IT initiatives, projects and requirements spanning data strategy, data warehouse, MI, workflow, document management, application development, off the shelf applications and market modernisation systems. Champion the agile, change control, testing, release and project management processes The successful candidate will be a delivery focussed and will interface between IT and the business. KEY REQUIREMENTS Ideally have a minimum 5 years Technical BA experience gained in the London underwriting market. Experience of working on finance, actuarial and data warehouse systems would be particularly advantageous. years working in an Agile environment. Any experience gained as scrum master would be particularly advantageous "	"London, UK"	"IT"	NA	"Up to £80K + Benefits"	"HFG"	"Perry Jones "	"JS"	"27/11/2018 18:01:43"	"http://www.jobserve.com/GkRL4"	NA	NA
"Technical Business Analyst - London Insurance Market"	"up to £80K + disc bonus + excellent benefits"	"London"	"Permanent"	"Technical Business Analyst - London Insurance Market"	"London - up to £80K + disc bonus + excellent benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Technical Business Analyst - London Insurance Market Joining this leading Lloyd's Insurance Underwriter in the City of London you will have strong London Insurance Market experience working as a Business Analyst within IT. The IT team is responsible for all IT operations as well as a strategic technology transformation programme, incorporating the strategies for applications, infrastructure, support and application development. The successful candidate will be a delivery focused interface between IT and the business Key responsibilities:- Apply detailed analysis and problem solving to produce high quality user stories, wireframes, functional and non-functional specifications, current and future state processes and data-flows, KPIs and business cases Support a range of strategic IT initiatives, projects and requirements spanning data strategy, data warehouse, MI, workflow, document management, application development, off the shelf applications and market modernisation systems. Champion the agile, change control, testing, release and project management processes Skills/experience required:- The successful candidate will have recent experience working in the London Insurance Market, preferably an Underwriters, excellent analysis, problem solving, wire framing, presentation and written/verbal communication skills to effortlessly translate requirements and feedback between senior stakeholders, end-users, 3rd parties and technologists. 5-10 years Technical BA experience gained in the London Insurance Market Experience of working on finance, actuarial and data warehouse systems would be particularly advantageous 5 years working in an Agile environment. Any experience gained as a scrum master would be particularly advantageous "	"London, UK"	"IT"	NA	"up to £80K + disc bonus + excellent benefits"	"Auriol Resource"	"Rachael Fleming "	"JS/RLF/3/32"	"27/11/2018 18:29:20"	"http://www.jobserve.com/GkRdS"	"ASAP"	NA
"Head of Investment Strategy"	"£1000 - £1400 per Day"	"City of London"	"Contract"	"Head of Investment Strategy"	"City of London - £1000 - £1400 per Day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Our client is one if the leading Investment firms in the UK and they are looking to recruit an Interim Head of Investment Strategy to be either base in London or Scotland.This role will be primarily responsible for the Group's Investment philosophy and Strategic Asset Allocation Framework to be within risk appetite and ensuring alignment with the firm's brand.Key Responsibilities:Strategic Asset Allocation Framework is reviewed and maintained annually to ensure that the long term asset allocation of all Group multi asset funds is optimised to provide good customer outcomesUse best practice Asset Liability Management techniques to regularly review the Strategic Asset Allocations to deliver good customer outcomesReviews capital impact of changes to Strategic Asset Allocations against risk appetitePro-actively explores opportunities with external partners to develop investment capabilities which will support better customer outcomesImplements, monitors and reviews investment strategies provided by external fund managersKey skills and experience required:Experience of Life Office Asset Management would be highly advantageousKnowledge of modern asset liability management techniquesExcellent understanding of the Investment marketUnderstanding of Assets & Capital Markets including Derivatives knowledgeIdeally you will also be a qualified actuary"	"City of London, UK"	"Finance"	"6 months"	"£1000 - £1400 per Day"	"Resource Management"	"Ben Beesley"	"JS-BB232"	"29/11/2018 10:47:12"	"http://www.jobserve.com/Gkg1S"	"ASAP"	"Executive"
"Data Scientist"	"£30k - 42k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £30k - 42k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data ScientistInsuranceCity of LondonAn amazing opportunity for a talented Data Scientist to join the leading Specialty Insurance company to work within their technical pricing team. DUTIES:Develop and apply data science, machine learning and other statistical techniques to draw insights and shape the strategic direction of data usageTake part in expanding data processing and technical modelling frameworkEstablish efficient ways of implement segmentation and predictive modelsEnsure that reusable data assets build smoothly on a regular basisSKILLS & EXPERIENCE REQUIRED:Academic background in computer science, engineering, physics, actuarial science, statistics or Maths based equivalentExceptional statistical skills - experience of building predictive models using a wide variety of tools and techniques (eg linear or logistic regression, gradient boosted machines, random forest, regularisation, neural networks)Advanced data manipulation or experience of managing large-scale data sets within an analytical function (eg dplyr, pandas, SQL, etc.)Advanced experience of data science or analytics software like Python, R, SAS/WPS, MATLAB etc.Working knowledge of relevant development environments (eg PyCharm, RStudio, Visual Studio Code, eclipse) and Shell Scripting (eg Bash, PowerShell), version control (eg git, Subversion, Mercurial) etc.BENEFITS:As well as a competitive salary, this role also offers: Performance profit share bonus (c.12% of salary)25 days holiday plus bank holidaysEmployer pension contribution of 5%, with employee contribution of 3%+Income replacement insurance4 x salary life assurance You will also have access to flexible benefits, which are employee paid, and includes: holiday buy, gym membership, car salary sacrifice, critical illness insurance, health screening - allowing you the freedom to choose those that are most appropriate for you. "	"London, UK"	"IT"	NA	"£30k - 42k per annum"	"HFG"	"Simona Zalyte "	"JSSZ143L"	"03/12/2018 12:02:20"	"http://www.jobserve.com/GlOSV"	"ASAP"	NA
"Software Engineer (DevOps)"	"£425 - £475 per Day"	"London"	"Contract"	"Software Engineer (DevOps)"	"London - £425 - £475 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Software Engineer - DevOpsOur client, a market leading financial services organisation require a software engineer (DevOps). You will be part of a team developing and supporting a critical financial application hosted in Amazon Web Services (AWS). This involves working on changes from a number of global business units and ensuring that changes meet the needs of each of them. The team you will be working in are responsible for:Bringing together and driving solutions for Finance Systems and Data Warehousing across the UK Businesses.Driving platform stability, integrity and security for our customers through robust operational discipline.Ensuring that platform change and engagement is simple, fast and cost effective by building world class engineering capability, enabling us to Defy Uncertainty for our customers at pace.Ensuring that the platforms remain highly competitive and cost optimised by driving simplification in all aspects, strong partnerships and a culture of innovation and agile working.Duties & ResponsibilitiesResponsible for deploying, automating, maintaining, troubleshooting and improving the systems that keep the Back End infrastructure running smoothly.ensuring the security, performance, monitoring and design integrity of data and the underlying infrastructure;Building close working relationships with Business customers as well as internal and external service providers to ensure continuity of Business and application serviceContributing to the shaping of technical standards and guidelines whilst ensuring a consistent Cloud DevOps approach is applied across the Actuarial Modelling Platform.Providing input to inform the shaping of new projects and initiatives, assessing the impact of initiatives or projects on systems/applications.Key Skills & Experience experience of working in a DevOps teamCloud (ideally AWS) operational experienceSignificant experience of to Powershell and Windows ScriptingSignificant experience of pipeline tools including Packer, GIT/Stash, Puppet and Terraform.Experience with Jenkins and/or automated build systems/processes.Exposure to Cloud computing, particularly AWS."	"London, UK"	"IT"	"6 months"	"£425 - £475 per Day"	"Sanderson Recruitment Plc"	"Charlie Allen"	"JS-N1Q894BG"	"28/11/2018 10:26:26"	"http://www.jobserve.com/GkWs1"	"ASAP"	NA
"Business Systems Analyst - Insurance, Reinsurance, MI"	"£70k - £75k per annum + Bonus + Benefits"	"London"	"Permanent"	"Business Systems Analyst - Insurance, Reinsurance, MI"	"London - £70k - £75k per annum + Bonus + Benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Business Systems Analyst - Insurance, Reinsurance, MI, Insurance Applications & ACORDPermanentLondon£70,000 - £75,000 + Bonus + Benefits.This is a great opportunity to join a collaborative department within the reinsurance space. The team uses cutting edge technology and has a great work ethic.Working as a member of the European Technology Services team, provide application support and maintenance for my client's European reinsurance business applications and services. This includes assisting with the development, implementation and support of new applications and enhancements.Main Responsibilities:Plan, coordinate and manage the implementation of new and existing reinsurance applications namely Galaxy and IRIS applications respectively. This includes defining, setting up, configuring, performing systems testing, assisting user testing and training for any such application.Analyse and translate my client's business requirements into highly specified systems requirements.Ensure that all application change requests are processed according to Technology Services' Change Request procedures and compliant with any Group requirements.Support and maintain my clients electronic messaging systems used for its London market bureau processing functions and play a key role in the development and implementation of its new ACORD messaging solutions. A good understanding and knowledge of ACORD messaging is preferable, but we will consider candidates without Acord for this position.Develop and maintain data-sets used for MI and User reporting including exporting/importing data from/to other applications and Data Warehouses.Ensure Information Management budgets are adhered to and deadlines are met using good project management skills. Communicate project status in a timely and efficient manner to the business, including project sponsors and owners.Provide application user support and training.Work Duties:To develop, maintain and provide primary support for Galaxy and IRIS applications relating primarily to its reinsurance business. Provide additional support, as necessary, to insurance applications.Assist in the ongoing migration of IRIS environments to the new Galaxy system. Assist in the development and support of the new Global reinsurance application, Galaxy.Provide technical support to reinsurance and if necessary, its insurance applications.Plan, perform (including testing) and project manage upgrades to the above applications, as required.Specify, write (where appropriate), verify and test programs, scripts or other programmable modules based on user requirements or business rules. This includes the production of data-sets used for MI and User reporting requirements, eg using SQL, Power BI or other reporting tool.Liaise with external software service providers regarding the implementation of new application systems, reporting of software faults and monitoring their progress to satisfactory resolution.Evaluate current application functionality and reporting systems and determine what changes are required to meet new user requirements.Ensure that all work follows appropriate standards and conforms to all regulatory compliance procedures set down by my client.Liaise and work closely with Technology Services staff of all levels throughout my client's offices, primarily being London, New Jersey and Dublin.Experience Required:A minimum of 5 years' experience working as a business analyst in the re/insurance industry combined with a solid understanding of underwriting, claims, accounting and actuarial functions.Experience of one or more re/insurance applications (such as IRIS, Genius, Xuber, SICS, AdvantageGo, Sequel or an in-house equivalent).Electronic messaging ie ACORD standards and solutions experience, and knowledge would be nice to have.A good understanding and knowledge of Microsoft Power BI or similar business analytics software/services.Excellent communication skills - ability to comfortably communicate with both technical and non-technical people at all levels.Relevant degree in Computer Science or equivalent.Business Systems Analyst - Insurance, Reinsurance, MI, Insurance Applications & ACORDPermanentLondon£70,000 - £75,000 + Bonus + Benefits.This is a great opportunity to join a collaborative department within the reinsurance space. The team uses cutting edge technology and has a great work ethic."	"London, UK"	"IT, Finance"	NA	"£70k - £75k per annum + Bonus + Benefits"	"i3 Resourcing"	"John Melrose "	"JS-JM/EBSA/I3"	"27/11/2018 09:37:02"	"http://www.jobserve.com/GkMnj"	NA	NA
"Proposition Manager - Pensions"	"£53803 - £80704 per annum"	"Wilmslow, Cheshire"	"Permanent"	"Proposition Manager - Pensions"	"Wilmslow, Cheshire - £53803 - £80704 per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Proposition Manager - Pensions Salary: £53,803-80,704Benefits: 28 days Holiday + Bank Holidays, Pension & Annual Bonus The Royal London Legacy Division is responsible for delivering exceptional customer outcomes to approximately 6 million policy holders across 500 products.We are seeking a dynamic and experienced senior manager to join the division to manage the product life cycle within our suite of pension propositions. The key purpose of the role is to ensure that the pension Legacy propositions deliver great customer outcomes and superior value for money.Reporting to the Head of Propositions, the role will also support the executive team in delivering the key objectives of the business. This includes supporting strategic business programmes, identifying opportunities to add value to the Legacy book and shaping and delivering agendas to achieve operational efficiencies.Responsibilities also include: Shaping and delivering against a clear, risk based proposition review plan in line with risk appetite presenting to the Divisional Executive Committee and Group Customer Standards CommitteesOperating within a robust risk, control and governance regime to facilitate the robust oversight of propositions;Ensuring propositions are legal and regulatory compliant in a continually changing environment by operating an effective framework of people, processes and systems in which we can monitor, influence, oversee and deliver all regulatory and legislative changeManaging a large part of the Legacy Division existing range of products (pensions policies circa 2.5m across Royal London, CIS, Royal Liver and PLAL), in line with Royal London's operating model, risk management standards and efficiency targetsOverseeing a full control framework for the product portfolio, ensuring risks are managed/mitigated in line with Group risk appetite and ensuring propositions deliver great customer outcomesProviding oversight of the Pensions portfolio projects to ensure all changes are delivered to time, budget & quality - this will include overseeing outsourcers projectsProvide Pensions product expertise and deep market understanding collaborating with and influencing internal stakeholders including actuarial, customer service, legal, risk and compliance functions within Royal London, as well as external regulators and other stakeholdersDeliver key performance metrics and enhance the value of existing productsResponsible for overseeing the regular review of pensions propositions ensuring all outcomes are in line with customer promises, expectations and terms and conditions and with regulatory requirementsSkills, qualifications and experience: Experience in managing Pensions productsStrong understanding of Pensions regulatory and legislative framework including HMRC, FCA (including COBs), tPR, FRC as well as ABI Codes as appropriateExperience in operating governance and controls in line with risk appetite and regulatory requirementsBusiness process design experience and ability to oversee complex change projectsAbility to increase efficiency and effectiveness of existing processes, setting realistic but stretching targetsNoneRoyal London is an equal opportunities employer. We work hard to attract the best talent for our award-winning team. We believe that embracing difference makes us stronger. Our diverse people bring us different skills - whatever their educational background, disability, gender, age, sexual orientation, race, religion or belief. We will consider flexible working arrangements for all our roles. We also welcome applications from individuals who have taken an extended career break.To apply, please use the 'Apply Online' link below.For any further queries regarding the role, please contact Doug Gear on (see below) "	"Wilmslow, Cheshire, UK"	"Finance"	NA	"£53803 - £80704 per annum"	"Resource Management"	"Resource Management ltd"	"JS-R02968"	"03/12/2018 08:55:59"	"http://www.jobserve.com/GlLlP"	NA	NA
"Actuarial Analyst"	"£45,000 - £65,000 GBP"	"London"	"Permanent"	"Actuarial Analyst"	"London - £45,000 - £65,000 GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Actuarial Analyst (West London/Guildford) - £45,000 - £65,000Our client, a well-regarded insurance business is looking to hire an Actuarial Analyst to join their Pricing team. The candidate is envisaged to ideally have Pricing experience, but any specialism will be considered for the best candidates. This is a great opportunity to work alongside a Head of Pricing, a well-known industry professional. Study support provided.The focus of the successful candidate will be: - Project pricing across acquisitions, renewals and offers. - Research and proposal of alternative rating structures for technical and commercial advantage. - Creating a toolbox of analytical and actuarial techniques to provide predictions of the current and future performance. - Translating actuarial analysis to the non-specialists in the wider business. - Support for insurance data design and validation. - Working closely with Actuaries, Underwriters and data scientists. - Portfolio Pricing analysis and rating tool development. - Legal, governance and regulatory compliance when required. - Support the maintenance and growth of the current Pricing models.What our client is looking for: - Part qualified or working towards the qualification. - Excellent numerical academic record to at least a degree level. - Knowledge of GLMs, Price optimisation, stochastic simulation or similar specialist insurance software. - SQL, SAS, R, Python, VBA, VB.NET or C# would be very useful. - Strong analytical skills. - Excellent communication skills. - Pricing model experience (non-essential) but this would make you a strong applicant. - An Insurance/Finance/Energy/Telco. - Personal lines experience would make you a strong applicant. "	"London, UK"	"Finance"	NA	"£45,000 - £65,000 GBP"	"HFG"	"HFG"	"JS7286_85102/592938909"	"01/12/2018 14:32:11"	"http://www.jobserve.com/Gk5AQ"	NA	NA
"Actuary - Financial Risk"	"£68,750 - £71,530 per annum"	"Croydon"	"Permanent"	"Actuary - Financial Risk"	"Croydon - £68,750 - £71,530 per annum"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Actuary - Financial Risk £68,750 - £71,530 per annum Croydon Our client is looking for a Qualified Actuary to join their team on a permanent basis. The Actuary will support the provision of actuarial advice to PPF's Board by carrying out a range of actuarial, quantitative finance or modelling processes. Typical responsibilities include calculating results from their actuarial models, drafting appropriate technical responses using suitable methodology to recommend to senior stakeholders and implementing process changes and improvements. You will need to demonstrate a strong numerical and analytical skill set within the insurance or pensions industry, and be used to dealing with risk modelling in Excel. They expect you to be a strong-team player that is able to manage conflicting priorities to tight deadlines. This role gives you the opportunity for you learn to new skills in a fast-paced financial services environment. Sound like you? Apply now. Now is a really exciting time for them. They've got big plans for 2019, and beyond, and they'd love you to join them. Our client is an Equal Opportunities employer and welcomes applications from all sections of the community. No agencies please. "	"Croydon, UK"	"Finance"	NA	"£68,750 - £71,530 per annum"	"Networx"	"claire Smith"	"JSNTXBE369776/592611091"	"01/12/2018 11:07:37"	"http://www.jobserve.com/Gkzw6"	NA	NA
"Actuary - Financial Risk"	"£68,750 - £71,530 per annum GBP"	"Croydon"	"Permanent"	"Actuary - Financial Risk"	"Croydon - £68,750 - £71,530 per annum GBP"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Actuary - Financial Risk £68,750 - £71,530 per annum Croydon Our client is looking for a Qualified Actuary to join their team on a permanent basis. The Actuary will support the provision of actuarial advice to PPF's Board by carrying out a range of actuarial, quantitative finance or modelling processes. Typical responsibilities include calculating results from their actuarial models, drafting appropriate technical responses using suitable methodology to recommend to senior stakeholders and implementing process changes and improvements. You will need to demonstrate a strong numerical and analytical skill set within the insurance or pensions industry, and be used to dealing with risk modelling in Excel. They expect you to be a strong-team player that is able to manage conflicting priorities to tight deadlines. This role gives you the opportunity for you learn to new skills in a fast-paced financial services environment. Sound like you? Apply now. Now is a really exciting time for them. They've got big plans for 2019, and beyond, and they'd love you to join them. Our client is an Equal Opportunities employer and welcomes applications from all sections of the community. No agencies please."	"Croydon, UK"	"Finance"	NA	"£68,750 - £71,530 per annum GBP"	"Networx"	"claire smith"	"JSNTXYB363713/571319047"	"28/11/2018 09:44:00"	"http://www.jobserve.com/GkWP1"	NA	NA
