"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"category"
"Data Scientist"	"Up to £535/Day"	"London"	"Contract"	"Data Scientist"	"London - Up to £535/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"DATA SCIENTIST, FINANCIAL CONDUCT AUTHORITY, UP TO £535/DAY Role/Reference: Data Scientist/DOS8522 Client: Financial Conduct Authority Assignment Location: London Rate: £535/day Contract Length: 12-24 months (initially 3 months) Deadline for submissions: 24/12/2018 at 12:00 Security Clearance Required: You must be willing to undergo BPSS Disclosure Scotland - Basic Check clearance Required Start Date: 07/02/2019 Working Arrangements: Team will be expected to work on-site using FCA IT with occasional visits to third party collaborators where required.FCA work day is 7 hours (excluding 1 hour lunch break) no weekend work is required. The FCA does not pay expenses unless in exceptional circumstances and only in so far as it aligns with the FCA employee expenses policy. Role SummaryPhase 1 = 3 pilot projects relating to financial crime: Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. Create taxonomy & database of data (internal and external) to identify firm risk. Customisation tool to generate data, testing sanction screening tools.The FCA is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role is for a Data Scientist to support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction (eg payment data between retail banks) Essential Skills & Experience Our expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills: Python/R Agent based models Supervised learning models Unsupervised learning models Experience with cloud computing  Desirable Skills & Experience Our expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills Experience with AWS cloud Experience with agent based modelling software (eg Netlogo, Mesa, etc.) Parallel computing Object-orientated programming Exposure to operational risk assessments and the identification of setting of risk indicators. Strong commercial awareness of financial drivers and risk activities within banking. Understanding of payment activities in banking, particularly relating to AML and compliance. Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc. Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. "	"London, UK"	"IT"	"12-24 months"	"Up to £535/Day"	"Quast Ltd"	"Tony Burton"	"JSDOS8522"	"11/12/2018 11:29:16"	"http://www.jobserve.com/GmtqF"	NA	"07/02/2019"	"Public Sector"
"Data Scientist - Data Analytics - Transactions - Outside IR35"	"Market Rates - Outside IR35"	"London"	"Contract"	"Data Scientist - Data Analytics - Transactions - Outside IR35"	"London - Market Rates - Outside IR35"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist ... Data Analytics ... Transactions ... Outside IR35 Data Scientist to join a team of Data Scientists and SME's on an exciting pilot project relating to financial crime, for a renowned regulatory body based out of London. The successful Data Scientist will support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. The successful Data Scientist will work on the transaction monitoring workstream and will require will require Data Science and big data engineering skills to include;- Python/R - Agent based models - Supervised learning models - Unsupervised learning models - Experience with cloud computing Front End Developer will have the following experience;London 3 month initial assignment - 12 - 24 month programme! Outside IR35 Any experience across the following technologies will be highly beneficial for the successful Data Scientist;- AWS cloud - Experience with agent based modelling software (eg Netlogo, Mesa, etc) - Parallel computing - Object-orientated programming - Exposure to operational risk assessments and the identification of setting of risk indicators. - Strong commercial awareness of financial drivers and risk activities within banking. - Understanding of payment activities in banking, particularly relating to AML and compliance. - Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc. - Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. This is an exciting opportunity for an experienced Data Scientist to join an exciting pilot programme relating to Financial Crime that going to run for between 12 - 24 months! APPLY NOW!Data Scientist ... Data Analytics ... Transactions ... Outside IR35"	"London, UK"	"IT, Finance"	"3 months +"	"Market Rates - Outside IR35"	"Code IT Recruitment Ltd"	"Mark Cain"	"JSDS-TRAN-1/3"	"11/12/2018 14:41:14"	"http://www.jobserve.com/Gmuq1"	NA	"Jan 2019"	"Public Sector"
"Data Scientist - Data Analytics - Sanctions - Outside IR35"	"Market Rates - Outside IR35"	"London"	"Contract"	"Data Scientist - Data Analytics - Sanctions - Outside IR35"	"London - Market Rates - Outside IR35"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist ... Data Analytics ... Sanctions ... Outside IR35 Data Scientist to join a team of Data Scientists and SME's on an exciting pilot project relating to financial crime, for a renowned regulatory body based out of London. The successful Data Scientist will support Pilot/POC build of a customizable transactions data simulator, initially to create a customisable tool to generate data with which to test sanctions screening tools  The successful Data Scientist will work on the transaction monitoring workstream and will require data analysis/data science, statistics and record matching skills:- Experience with compliance databases such as BVD, Worldcheck, LegalKey, etc. - Experience with PEPs, sanctions and negative media screening. - Data matching: entity resolution, fuzzy matching, duplicate detection, etc. - Cloud computingLondon 3 month initial assignment - 12 - 24 month programme! Outside IR35Any experience across the following technologies will be highly beneficial for the successful Data Scientist; - Solid understanding of UK and European money laundering regulations, initiatives and directives - Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. - Experience collaborating with 3rd party vendors. This is an exciting opportunity for an experienced Data Scientist to join an exciting pilot programme relating to Financial Crime that going to run for between 12 - 24 months! APPLY NOW! Data Scientist - Data Analytics - Sanctions - Outside IR35"	"London, UK"	"IT, Finance"	"3 months +"	"Market Rates - Outside IR35"	"Code IT Recruitment Ltd"	"Mark Cain"	"JSDS-SANC-3/3"	"11/12/2018 14:52:27"	"http://www.jobserve.com/Gmuri"	NA	"January 2019"	"Public Sector"
"Data Scientist - London - 24 Months - £450 - £500pd"	"£450 - £500 per day"	"London"	"Contract"	"Data Scientist - London - 24 Months - £450 - £500pd"	"London - £450 - £500 per day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist - £450 - £500pd - 24 Months - LondonPeople Source Consulting are looking for a Data Scientist to take on a 12-24 month contract role with a reputable East London based Government Department.Currently our client is running a number pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role requires a Data Scientist to support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction (eg payment data between retail banks).Our expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills including:*Python/R*Agent based models*Supervised learning models*Unsupervised learning models*Experience with cloud computingNice-to-have skills and experience include:*Experience with AWS cloud*Experience with agent based modelling software (eg Netlogo, Mesa, etc.)*Parallel computing*Object-orientated programming*Exposure to operational risk assessments and the identification of setting of risk indicators.*Strong commercial awareness of financial drivers and risk activities within banking.*Understanding of payment activities in banking, particularly relating to AML and compliance.*Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc.*Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements.In return my client offers a Daily rate of £450 - £500pd and the role is Outside of the scope of IR35.This is a 12-month contract position with an additional 12-month extension likely.If you closely match the skills and experience outlined and you are looking for a stable, interesting contract with a reputable client to start January 2019, please submit your up to date CV to: (see below) People Source Consulting Ltd is acting as an Employment Business in relation to this vacancy.People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."	"London, UK"	"IT"	"24 months"	"£450 - £500 per day"	"People Source Consulting Ltd"	"Luke Smith "	"JS-LAS/DS33/328U6"	"11/12/2018 16:44:26"	"http://www.jobserve.com/GmvL8"	NA	"January 2019"	NA
"Data Scientist/Python"	"£55k-£75k +"	"Central London"	"Permanent"	"Data Scientist/Python"	"Central London - £55k-£75k +"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist/Python One of our clients, who are based in Central London are looking for a Data Scientist to join their team. You will be highly educated with an undergraduate degree or MSc from stem background with 3-5 years of working experience.  Skill set:- - Python development/prototyping including: pandas, numpy, sklearn, autoencoders, Django, big data (Spark, elasticsearch)- Machine learning, NLP Main Duties:- - Work with head of AI, CTO, data science team and clients to develop cutting edge machine learning models (both unsupervised and supervised models)- Work with leading Universities to develop academic research programmes aimed at developing new methodologies and algorithms in the topics of anomaly detection, natural language processing and risk identification using neural networks- Collaborate with clients to help them improve efficiencies in their compliance processes, reduce false positives and false negatives in their risk identification processes by analysing their data and highlighting risks from automated analysis- Build prototypes aimed at ingesting clients' data and running machine learning models Other skills:- - You will be a self-starter- Ability to learn quickly different topics- Ability to produce prototypes aimed at proving/disproving business hypotheses- Ability to present findings back to client/senior audience Please e-mail your CV to Hayley ASAP In the first instance."	"Central London, UK"	"IT"	NA	"£55k-£75k +"	"Incisive Ltd"	"Hayley Silverstein "	"JS"	"11/12/2018 09:53:25"	"http://www.jobserve.com/Ge8uV"	NA	"ASAP"	"Graduate"
"Data Scientist/Machine Learning/AI"	"£30k - £47k per annum + Package"	"Nottingham"	"Permanent"	"Data Scientist/Machine Learning/AI"	"Nottingham - £30k - £47k per annum + Package"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Data Scientist/Machine Learning/AIMy Nottingham based client is currently looking for mid level Data Scientists to join their rapidly expanding team.The client is currently planning to transform the way their business runs and to do that they are creating a huge Data Analytic team in Nottingham. If you're in Data Analytics and have a burning passion when it comes to optimization and advanced data analytics, with a solid background in Python then this is the role for you. Please apply for more details. "	"Nottingham, UK"	"IT"	NA	"£30k - £47k per annum + Package"	"Sentinel IT LLP"	"Oliver Matthews "	"JS-OMDSML"	"12/12/2018 09:13:40"	"http://www.jobserve.com/Gm4Q2"	NA	NA	NA
"Data Scientist"	"£35k - £45k per annum"	"Southampton, Hampshire"	"Permanent"	"Data Scientist"	"Southampton, Hampshire - £35k - £45k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist required by a high-tech start up company located in Southampton. Due to continued success and expansion the company is looking to hire an accomplished Data Scientist to its existing, highly skilled Data Science team.The successful Data Scientist is likely to have relevant experience and/or qualifications in data, software or mathematical modelling in either a research, academic or commercial environment.Relevant academic qualifications, ideally a PhD in Mathematics, Physics or similar, would be highly advantageous.The Data Scientist will be responsible for the research and implementation of complex machine learning algorithms for key areas in the development of the company's core product.Key experience- Machine learning- Programming knowledge in Python, Java, C++ or similar- Data analysis/cleaning and/or feature extractionAny experience in or exposure to big data or IoT environments would be advantageous, but is not essential.This is an opportunity to join a high-tech, forward thinking company offering the chance to work on complex, challenging role. If you are looking for a role of this nature please contact."	"Southampton, Hampshire, UK"	"IT"	NA	"£35k - £45k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ian Taylor "	"JS-IT-DATA1216"	"11/12/2018 14:22:50"	"http://www.jobserve.com/GmupB"	NA	NA	NA
"Data Scientist (Analytics) (Machine Learning)"	"£60k - £100k per annum"	"London"	"Permanent"	"Data Scientist (Analytics) (Machine Learning)"	"London - £60k - £100k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Data Scientist (Analytics) (Machine Learning).My client is a global leader in payments - a company truly at the forefront of 'bigdata'. At this company, buzzwords truly are a reality.With so much data, the insights team is looking for a senior Data Scientist/Engineer (TensorFlow) (Machine Learning) to join a core team of insight driven experts. The insights team is a HBU focused on delivering actionable intelligence to other departments, both proactively and as required/briefed.The successful Data Scientist will use the power of machine learning to enable the organisation to stay ahead of their competition by enabling predictive business decisions, automating elements of cloud data management, improving CRM initiatives and however else required.The chosen individual will have to be highly self-driven.To be considered for this contract role you will have:Over 5 years of commercial experience working in Data ScienceBackground with strong focus on statistical analysisFamiliarity with big data technologiesFamiliarity with machine learningDesirableFamiliarity with cloud solutions, eg AWSProfound knowledge of querying data with SQLExperiences with professional software development are a benefitProven experience with applied data analytics/predictive analyticsStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsUrgent placement, apply now to avoid missing out on this amazing opportunity. "	"London, UK"	"IT"	NA	"£60k - £100k per annum"	"Gazelle Global Consulting"	"Alexander Carruthers "	"JS  -CCA_0110"	"13/12/2018 11:06:31"	"http://www.jobserve.com/GnJBs"	NA	"ASAP"	"Executive"
"Data Scientist - Statistics, Python, SQL, AI/Machine Learning"	"£30k - £50k per annum + Benefits"	"Nottingham"	"Permanent"	"Data Scientist - Statistics, Python, SQL, AI/Machine Learning"	"Nottingham - £30k - £50k per annum + Benefits"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Data ScientistData Analytics, SQL, Python, Algorithms, AI, Machine LearningData Scientist is required by our multi national client based in Nottingham who are currently embarking on a huge project, entirely focused on enhancing their access, use, and quality of data to ultimately improve the way in which they work and improve customer satisfaction. Responsibilities: *Develop and maintain a deep understanding of different mathematical, statistical, and machine learning methods, including their pros, cons, benefits, and risks to ensure you select the best approach when approaching a variety of problems. *Work closely with engineers and relevant teams to fully understand problems and apply statistics/machine learning as necessary. *Write routines to pre-process data so optimal results can be delivered by selected methods. *Combine different statistical, mathematical, and machine learning methods to create an algorithm ensemble. *Programming code in staged environments. Skills required: *Proven experience within a data science, data analysis, data analytics, or similar environment. *Must possess a good understanding of different mathematical, statistical, or AI/machine learning methods. *Good Python programming skills. *Database querying skills- Strong understanding of SQL. *Must possess an analytical mindset with strong problem solving skills. *An understanding of AI/Machine Learning is desirable. "	"Nottingham, UK"	"IT"	NA	"£30k - £50k per annum + Benefits"	"Sentinel IT LLP"	"Jordan Barwick "	"JS-JBOMDSSC"	"13/12/2018 10:19:51"	"http://www.jobserve.com/GnIxB"	NA	"ASAP"	NA
"Data Scientist"	"£35k to £45k"	"Surbiton, Surrey"	"Permanent"	"Data Scientist"	"Surbiton, Surrey - £35k to £45k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Data Scientist/Machine Learning Engineer required to carry out research and development in well-established company working in the oil and gas engineering industry. This Data Scientist role would suit a candidate with a MSc or PhD in Computer Science, Data Science, Mathematics, Physics or Engineering who is able to demonstrate experience working on massive data sets to analyse and use machine learning concepts and tools (Python/TensorFlow) to automate workflows and develop algorithms.You will join a team of research engineers working on implementation of advanced Machine Learning applications for clients to improve their production efficiency. You should have excellent communication skills and experience of using Python for Machine Learning work. You should have extensive knowledge of Machine Learning theory and concepts. You will be joining skilled and supportive team working on Machine Learning tools (TensorFlow) and automation processes. You will be developing, implementing array signal processing algorithms, and presenting data and reports to project team and clients as well as conducting research in the team and on your own. Experience/Education - candidates should have as much of the following experience - - MSc/PhD in Computer Science/Software Engineering/Physics Degree- Strong Python coding skills- Experience with TensorFlow - Research and working on large data sets- Knowledge of Machine Learning concepts This is a fantastic Data Scientist opportunity to build your career with a well-established geophysical software company, in a close knit friendly team that offers training and career development. You will also enjoy excellent benefits and a competitive salary. This Data Scientist/Machine Learning role is based in Surbiton close to the train station, and easily commutable from Clapham Junction. Data Scientist/Machine Learning Engineer"	"Surbiton, Surrey, UK"	"IT"	"Full Time"	"£35k to £45k"	"IT Connections Ltd"	"Neal Bath "	"JS-NB18/82-12131002"	"13/12/2018 10:02:23"	"http://www.jobserve.com/GnIpo"	NA	"ASAP"	NA
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	"6 months +"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	NA	"ASAP"	NA
