"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Drama Teacher Required - Farnborough"	"110.00 - 240.00 Annual GBP"	"Farnborough, Hampshire"	"Unspecified"	"Drama Teacher Required - Farnborough"	"Farnborough, Hampshire - 110.00 - 240.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Teacher of Drama Required We are looking for Drama teachers in Farnborough and the surrounding areas.Reed Education are on the framework for Local Council which ensures we have a high demand of work across the academic year, as well as dealing with Other local authority's, private Schools and academy's. Do you have great classroom management skills? Are you craving the opportunity to be flexible with your working hours? Wanting to try a few different schools before you commit to just one?Whether you're looking for your next permanent position or day to day supply, we would like to hear from you!We are always looking for talented Drama teachers to work across our schools in Farnborough and local attached areas. Whether you're an NQT or an experienced teacher, we are always happy to assist. Working on a temporary basis gives you the freedom to try many different schools, it also allows you to get a better work life balance. Now is a great time to work on a temporary basis through Reed as we currently have schools pre-booking teachers already!With competitive rates of pay Reed Education are a great agency to work through with many teachers working with us year on year. Reed Education can also help you find a permanent position whilst working with us on a temporary contract! You will be appointed a personal consultant who will work with you every step of the way, for further information, apply below or contact us on or Email us at Next StepsBook your personal one to one appointment with your consultant - Contact us today!We will then put a time in the diary to meet your personal consultant who will help you every step of the way.Reed Open DaysLooking ahead why not come to one of our Reed Open Days? We hold regular open days where you can drop in and meet the team, get registered for the here and now or the next term coming. Please enquire on the contact details above for our next Reed Open Day.What would you do with an additional extra £100??Refer a friend scheme: Know someone who might be interested in working through Reed? Refer them to Reed and once they have a completed assignment you will be win £100 of vouchers! (Terms and Conditions apply)Higher rates are based on an LTD basis, Please enquire for further details on the benefits and how these can be achieved. Reed Specialist Recruitment Limited is an employment agency and employment business "	"Farnborough, Hampshire, UK"	"Education"	NA	"110.00 - 240.00 Annual GBP"	"Reed Education"	"Reed Education"	"JS3561_36128797/599125054"	"07/12/2018 09:03:36"	"http://www.jobserve.com/Gl2jv"	NA
"Teacher of English, York"	"GBP"	"York"	"Permanent"	"Teacher of English, York"	"York - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Teaching Personnel are seeking to appoint a forward thinking English Teacher, with a proven record of raising attainment at GCSE level. You will join a committed and inspirational team at Easter 2019 for at least one term, with the possibility of going on to a fixed term contract, directly with the School.We require candidates to teach English across a range of abilities at Key Stage 3 and GCSE. You should be committed to the development of the pupils and strive to achieve the highest results from your pupils. You will need to maintain and drive the high standards that the School set and already have in place. This is an OFSTED graded 'Good' School, with comments on the School's 'Outstanding' Senior Leadership Team. The English department is a strong team, with attainment levels raising year on year, so this is a great opportunity for an experienced Teacher of English, or a Newly Qualified Teacher of English.If you are looking for a new opportunity from Easter 2019, here are just a few reasons why you should be joining Teaching Personnel:Market Leaders for the UK Education RecruitmentCompetitive daily rates of pay according to experience and qualifications; in-line with Agency Worker Regulations (AWR)Continuous Development with a range of online and in-house courses, such as Child Psychology, Team Teach, Autism Awareness and links to website resourcesDedicated Consultant who will support you through all placements you complete with Teaching PersonnelFor more information please call Kerry Fowler on or send your up to date CV by clicking 'Apply Now'. All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"York, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC38EE576/599808673"	"08/12/2018 11:06:47"	"http://www.jobserve.com/GmDiQ"	NA
"Teacher of Business Studies"	"100.00 - 170.00 Annual GBP"	"City, Leeds"	"Unspecified"	"Teacher of Business Studies"	"City, Leeds - 100.00 - 170.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Reed Education is working exclusively a school in the Leeds area who are looking for a Business Studies Teacher who is willing to continue to develop minds of our future generations.This role is for a January start and is a year long maternity cover, however, for the right candidate we have been advised that further employment is possible.This school is making rapid improvements with huge increases in their GCSE results in the past academic year. The school has a fully formatted plan towards an outstanding Ofsted inspection which is well underway, developing every department in the school.You could be apart of this schools success story.If you are interested in- Joining a forward thinking Business Studies department which allows your team to evolve and progress.- CPD opportunities, allowing your teaching expertise and skills to grow- Easy motorway links from Yorkshire areas, making your journey to work pain-free.- Generous levels of PPA, allowing you to go into every lesson confident and assuredYou need to apply for this job now!All you need to do is - Provide relevant qualifications (QTS) and endure a DBS check (3 years)- Be able to teach all science specialisms up to key stage 4- Be willing to join this school on their journey to academic excellenceIf more information is required please call Reed Education on . Reed Specialist Recruitment Limited is an employment agency and employment business "	"City, Leeds, UK"	"Education"	NA	"100.00 - 170.00 Annual GBP"	"Reed Education"	"Reed Education"	"JS3561_36773619/598614306"	"07/12/2018 09:03:54"	"http://www.jobserve.com/Gl2j4"	NA
"Teacher of Maths/Maths NQT - North London"	"Inner London Salary GBP"	"London"	"Permanent"	"Teacher of Maths/Maths NQT - North London"	"London - Inner London Salary GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Are you a Maths NQT seeking work in North London for July or September 2018? Seeking your first role as a qualified teacher? Want to join a fast improving and progressing department? If so then please read below. Maths teacher - North London - Haringey area July or September start Excellent Senior Management Team Great opportunities for career progression Our client is currently seeking a dedicated, committed and ambitious teacher of Maths for a permanent post in North London. The teacher must have Qualified Teacher Status; have a real drive for teaching and a passion for their students. The school we are recruiting for is a lively, vibrant and energetic establishment which has students from varying social and economic backgrounds enrolled. They are looking for a classroom practitioner who enjoys creating strong relationships with their class and has the ability to engage students of all abilities. If selected you will be teaching at Key Stages 3 & 4 as well as the possibility of A-Level work. You will join a well-structured and successful team which is held in high regards by students and staff alike.  "	"London, UK"	"Education"	NA	"Inner London Salary GBP"	"The NQT Partnership"	"The NQT Partnership"	"JS3573_6813616/580802130"	"10/12/2018 07:07:23"	"http://www.jobserve.com/GmgH8"	NA
"Teacher of Business Studies"	"MPS GBP"	"United Kingdom"	"Permanent"	"Teacher of Business Studies"	"United Kingdom - MPS GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"St. Aloysius' College is a successful North Islington R.C. Comprehensive school. We take pride in our friendly and inclusive school community with its commitment to supporting pupils and staff in achieving their full potential. We are looking to appoint a fully qualified Teacher of Business Studies for an April 2019 start to teach across the full age and ability range. Able to contribute effectively to the development of this subject showing creativity and initiative especially with the development of new approaches to teaching the subject. You duties will include: Assisting with the development of strategies to ensure every pupil makes good progress in accordance with the schools targets and expectations Assisting with the development and delivery of our SEN and intervention strategies monitoring and assessment including the appropriate setting of pupils to ensure we give every pupil the best chance to succeed. Assisting with the delivery of the Business Studies and careers and work experience programme Taking responsibility for maintaining up to date schemes of work as directed by your line manager Focusing on planning and delivering outstanding lessons that inspire and enthuse pupils Holding the highest expectations of all pupils irrespective of their ability or background Working with the SEN team and the academic and pastoral team to ensure that opportunities are provided for every child to make progress including the provision of extension activities for those pupils who excel at the subject St. Aloysius' College is committed to Safeguarding and promoting the welfare of children and young people, and expects all staff and volunteers to share this commitment. Apply: An application form is available via the school's website. Please email your completed application to Debbie McDonagh  "	"United Kingdom"	"Education"	NA	"MPS GBP"	"ST ALOYSIUS RC COLLEGE"	"ST ALOYSIUS RC COLLEGE"	"JS3573_6825003/601651391"	"10/12/2018 07:09:02"	"http://www.jobserve.com/GmgJD"	NA
"FOod Technology Teacher"	"GBP"	"London"	"Permanent"	"FOod Technology Teacher"	"London - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Teacher of food TechnologyOur client a thriving Catholic High School seeks to appoint a talented and dynamic Teacher of Food Technology to work within their hugely successful Technology Department. The school have an excellent Catholic Ethos with a strong leadership team. The Teacher ofFood Technology position is available from January 2019. The ability to teach across all key stages 3, 4 and 5 will be an advantage.To apply for this post please contact the team ASAP "	"London, UK"	"Education"	NA	"GBP"	"KS Recruitment Group"	"KS Recruitment Group"	"JS209143949/604638450"	"13/12/2018 11:02:52"	"http://www.jobserve.com/GnJBE"	NA
"Science Teacher - Milton Keynes"	"105.00 Daily - 165.00 Daily £105 - £165/day GBP"	"Milton Keynes, Buckinghamshire"	"Permanent"	"Science Teacher - Milton Keynes"	"Milton Keynes, Buckinghamshire - 105.00 Daily - 165.00 Daily £105 - £165/day GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Science Teacher - Milton KeynesI am looking for a fully qualified Science teacher for a part time role teaching on Monday, Tuesday & Wednesdays. This will be a long term placement teaching general science to KS3 and KS4 level.You will be required to plan and mark work. This role will be an on-going role until July 19.As a Science teacher you will; * Teach Science to KS3 & KS4 level. * Assess, mark and plan lessons * Assess achievements of pupils * Provide progress reports and attend parents evenings The ideal candidate will have the following skills & experience * Qualified teacher Status * Experience working with children * Dedication to their job * A passion for teaching * Commitment Applications are welcome from NQT's & overseas trained teachers with QTS. We only recruit passionate people who are prepared to get off their chair and actually teach! This isn't an easy job and we recognise that the only way to be successful is to enjoy what you do.Aspire People Limited provides services as an Education Agency and an Education Employment Business. Aspire People is committed to safeguarding and promoting the welfare of pupils and expects every candidate to share this commitment. Placements are subject, to appropriate Child Protection screening, including checks with former employers and the Disclosure and Barring Checks "	"Milton Keynes, Buckinghamshire, UK"	"Education"	NA	"105.00 Daily - 165.00 Daily £105 - £165/day GBP"	"Aspire People"	"Aspire People"	"JS209118423/604641178"	"13/12/2018 11:02:49"	"http://www.jobserve.com/GnJBB"	NA
"Business Teacher"	"60.00 Daily - 180.00 Daily £60 - £180/day GBP"	"Sunderland"	"Contract"	"Business Teacher"	"Sunderland - 60.00 Daily - 180.00 Daily £60 - £180/day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Business Teacher - SunderlandThe Education Network is currently working in partnership with a reputable Secondary School in Sunderland in search of a Teacher of English. The role is initially temporary from January - July, however there is an opportunity for the successful candidate to be extended or appointed on school contract.The school is known for being one of the most reputable in the LEA and the successful candidate will be joining a dedicated, passionate and committed department. In order to be successful in your application you must be confident and experienced in teaching Business at KS3-4, any experience of KS5 teaching would be advantageous.Requirements for this role:- QTS or other UK recognised Teaching qualification.- Experience teaching Business at KS3-4- Excellent behaviour management skills- A degree in a relevant subject.- Experience in the classroom-Have strong interpersonal skills in order to effectively communicate with staff, parents and students.- Have excellent organisational and time management skills.The Education Network has become first choice for secondary schools across the region for both daily and long term supply cover. We also work with our client schools on exclusive permanent recruitment opportunities not advertised anywhere else.We have developed a unique CPD programme for our teachers and support staff and you could also benefit from the ongoing training we provided to all our staff free of charge as and when the courses are released thought the course of the academic year.The Education Network is committed to Safer Recruitment and recruits to Compliance + standards. Any appointment will be subject to stringent checks including referencing and an enhanced DBS check. The Education Network is an equal opportunities employer. The Education Network is acting as a recruitment agency in relation to this vacancy "	"Sunderland, UK"	"Education"	NA	"60.00 Daily - 180.00 Daily £60 - £180/day GBP"	"Education Network - Newcastle"	"Education Network - Newcastle"	"JS209125839/604640492"	"13/12/2018 11:02:47"	"http://www.jobserve.com/GnJA9"	NA
"English Teacher - Enfield - January - Perm Role"	"48k Annual 00 GBP"	"London"	"Unspecified"	"English Teacher - Enfield - January - Perm Role"	"London - 48k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"English Teacher - Enfield - January Are you a passionate and dynamic teacher of English seeking a new role for January? Are you looking for a permanent English teaching role? Do you hold QTS? Can you commute to Enfield? * English teacher required * Permanent/long term supply post * January start * Ofsted outstanding school * Enfield * English teacher My client school, an Ofsted outstanding secondary based in Enfield North London are looking for an English teacher to join the team from January. This is a permanent/long term supply role and will commence in January. The school was recently rated outstanding by Ofsted and is a great environment for teachers who are passionate about their subject. Exam results particularly within the English department have been improving each year and the school are keen to ensure this continues. This is a school where both staff and pupils can flourish within a supportive, inspirational and disciplined environment. This Enfield school are looking for an English teacher who is an expert in their subject with an excellent understanding of the intellectual journey they are taking their pupils on. The English department is a supportive department where good teachers flourish. This English teaching role is a full time post and will commence in January. To apply for this English teaching role please send an up to date CV or call James at Academics on . "	"London, UK"	"Education"	NA	"48k Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36693652/587594572"	"13/12/2018 07:04:07"	"http://www.jobserve.com/GnHmt"	NA
"Design Technology Teacher - April 2019"	"18k - 39725.00 Annual GBP"	"Prestwood, Buckinghamshire"	"Permanent"	"Design Technology Teacher - April 2019"	"Prestwood, Buckinghamshire - 18k - 39725.00 Annual GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Teacher of Design Technology KS3, KS4 & KS5 - April 2019 \"Our aspirational leadership embeds a culture of ambition which permeates the school\" Ofsted May 2017 We are a \"Good and harmonious school\" (Ofsted 2017) We want to attract the best staff and invest in them, as we see them as our most valuable asset. \"The school's professional learning programme is exemplary\" (Ofsted 2017) Do you want to work in a school where: There is a strong team ethos, with caring colleagues and superb students who \"conduct themselves exceptionally well in lessons and around school\" (Ofsted 2017)Bespoke training is provided and all staff have access to coaching in order to develop their practice and leadership.Leadership of teaching and learning is a \"considerable strength of the school\" (Ofsted 2017)The successful candidate will be able to motivate and inspire students to develop their skills and understanding of Design Technology up to KS4 and the ability to teach all strands of Technology at KS3 is essential, supporting outstanding progress in their learning. Applicants should also have the ability to teach subject specialism up to KS5. The candidate ideally would possess Certified DATA Machinery training. This post would suit either an experienced teacher or an NQT. The closing date for applications is midday on 9th January 2019 with interviews being held in mid January. The Misbourne reserves the right to close and shortlist early, therefore early applications are encouraged. The Misbourne is committed to safeguarding and promoting the welfare of children and expects all staff to share this commitment. An offer of appointment is subject to satisfactory references, DBS (Disclosure and Barring Service) Enhanced Disclosure and medical clearance. Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers. "	"Prestwood, Buckinghamshire, UK"	"Education"	NA	"18k - 39725.00 Annual GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36687680/587505767"	"13/12/2018 07:03:36"	"http://www.jobserve.com/GnHmZ"	NA
